Pickup_date,zone,borough,counts
2015-01-03,Kew Gardens,Queens,37
2015-01-03,Kew Gardens Hills,Queens,32
2015-01-03,Kingsbridge Heights,Bronx,10
2015-01-03,Kips Bay,Manhattan,717
2015-01-03,LaGuardia Airport,Queens,936
2015-01-03,Laurelton,Queens,7
2015-01-03,Lenox Hill East,Manhattan,498
2015-01-03,Lenox Hill West,Manhattan,934
2015-01-03,Lincoln Square East,Manhattan,960
2015-01-03,Lincoln Square West,Manhattan,473
2015-01-03,Little Italy/NoLiTa,Manhattan,1141
2015-01-03,Long Island City/Hunters Point,Queens,350
2015-01-03,Long Island City/Queens Plaza,Queens,88
2015-01-03,Longwood,Bronx,11
2015-01-03,Lower East Side,Manhattan,1292
2015-01-03,Madison,Brooklyn,27
2015-01-03,Manhattan Beach,Brooklyn,13
2015-01-03,Manhattan Valley,Manhattan,224
2015-01-03,Manhattanville,Manhattan,89
2015-01-03,Marble Hill,Manhattan,6
2015-01-03,Marine Park/Floyd Bennett Field,Brooklyn,6
2015-01-03,Marine Park/Mill Basin,Brooklyn,22
2015-01-03,Mariners Harbor,Staten Island,1
2015-01-03,Maspeth,Queens,38
2015-01-03,Meatpacking/West Village West,Manhattan,1029
2015-01-03,Melrose South,Bronx,16
2015-01-03,Middle Village,Queens,48
2015-01-03,Midtown Center,Manhattan,1141
2015-01-03,Midtown East,Manhattan,696
2015-01-03,Midtown North,Manhattan,1062
2015-01-03,Midtown South,Manhattan,905
2015-01-03,Midwood,Brooklyn,48
2015-01-03,Morningside Heights,Manhattan,155
2015-01-03,Morrisania/Melrose,Bronx,20
2015-01-03,Mott Haven/Port Morris,Bronx,39
2015-01-03,Mount Hope,Bronx,15
2015-01-03,Murray Hill,Manhattan,1222
2015-01-03,Murray Hill-Queens,Queens,40
2015-01-03,New Dorp/Midland Beach,Staten Island,1
2015-01-03,North Corona,Queens,14
2015-01-03,Norwood,Bronx,20
2015-01-03,Oakland Gardens,Queens,14
2015-01-03,Oakwood,Staten Island,2
2015-01-03,Ocean Hill,Brooklyn,44
2015-01-03,Ocean Parkway South,Brooklyn,19
2015-01-03,Old Astoria,Queens,142
2015-01-03,Ozone Park,Queens,14
2015-01-03,Park Slope,Brooklyn,840
2015-01-03,Parkchester,Bronx,13
2015-01-03,Pelham Bay,Bronx,13
2015-01-03,Pelham Parkway,Bronx,25
2015-01-03,Penn Station/Madison Sq West,Manhattan,786
2015-01-03,Prospect Heights,Brooklyn,374
2015-01-03,Prospect Park,Brooklyn,55
2015-01-03,Prospect-Lefferts Gardens,Brooklyn,229
2015-01-03,Queens Village,Queens,16
2015-01-03,Queensboro Hill,Queens,19
2015-01-03,Queensbridge/Ravenswood,Queens,31
2015-01-03,Randalls Island,Manhattan,3
2015-01-03,Red Hook,Brooklyn,131
2015-01-03,Rego Park,Queens,54
2015-01-03,Richmond Hill,Queens,31
2015-01-03,Ridgewood,Queens,112
2015-01-03,Riverdale/North Riverdale/Fieldston,Bronx,33
2015-01-03,Rockaway Park,Queens,2
2015-01-03,Roosevelt Island,Manhattan,12
2015-01-03,Rosedale,Queens,8
2015-01-03,Saint Albans,Queens,18
2015-01-03,Saint George/New Brighton,Staten Island,1
2015-01-03,Saint Michaels Cemetery/Woodside,Queens,3
2015-01-03,Schuylerville/Edgewater Park,Bronx,20
2015-01-03,Seaport,Manhattan,220
2015-01-03,Sheepshead Bay,Brooklyn,32
2015-01-03,SoHo,Manhattan,890
2015-01-03,Soundview/Bruckner,Bronx,20
2015-01-03,Soundview/Castle Hill,Bronx,13
2015-01-03,South Beach/Dongan Hills,Staten Island,2
2015-01-03,South Jamaica,Queens,12
2015-01-03,South Ozone Park,Queens,32
2015-01-03,South Williamsburg,Brooklyn,27
2015-01-03,Springfield Gardens North,Queens,12
2015-01-03,Springfield Gardens South,Queens,21
2015-01-03,Spuyten Duyvil/Kingsbridge,Bronx,42
2015-01-03,Stapleton,Staten Island,1
2015-01-03,Starrett City,Brooklyn,9
2015-01-03,Steinway,Queens,265
2015-01-03,Stuy Town/Peter Cooper Village,Manhattan,416
2015-01-03,Stuyvesant Heights,Brooklyn,319
2015-01-03,Sunnyside,Queens,222
2015-01-03,Sunset Park East,Brooklyn,44
2015-01-03,Sunset Park West,Brooklyn,137
2015-01-03,Sutton Place/Turtle Bay North,Manhattan,782
2015-01-03,Times Sq/Theatre District,Manhattan,1163
2015-01-03,TriBeCa/Civic Center,Manhattan,1596
2015-01-03,Two Bridges/Seward Park,Manhattan,340
2015-01-03,UN/Turtle Bay South,Manhattan,653
2015-01-03,Union Sq,Manhattan,1396
2015-01-03,University Heights/Morris Heights,Bronx,21
2015-01-03,Upper East Side North,Manhattan,979
2015-01-03,Upper East Side South,Manhattan,1130
2015-01-03,Upper West Side North,Manhattan,553
2015-01-03,Upper West Side South,Manhattan,946
2015-01-03,Van Cortlandt Park,Bronx,2
2015-01-03,Van Cortlandt Village,Bronx,29
2015-01-03,Van Nest/Morris Park,Bronx,27
2015-01-03,Washington Heights North,Manhattan,112
2015-01-03,Washington Heights South,Manhattan,163
2015-01-03,West Brighton,Staten Island,1
2015-01-03,West Chelsea/Hudson Yards,Manhattan,846
2015-01-03,West Concourse,Bronx,33
2015-01-03,West Farms/Bronx River,Bronx,9
2015-01-03,West Village,Manhattan,1625
2015-01-03,Westchester Village/Unionport,Bronx,15
2015-01-03,Westerleigh,Staten Island,3
2015-01-03,Whitestone,Queens,20
2015-01-03,Williamsbridge/Olinville,Bronx,11
2015-01-03,Williamsburg (North Side),Brooklyn,1071
2015-01-03,Williamsburg (South Side),Brooklyn,745
2015-01-03,Windsor Terrace,Brooklyn,93
2015-01-03,Woodhaven,Queens,29
2015-01-03,Woodlawn/Wakefield,Bronx,12
2015-01-03,Woodside,Queens,67
2015-01-03,World Trade Center,Manhattan,259
2015-01-03,Yorkville East,Manhattan,467
2015-01-03,Yorkville West,Manhattan,700
2015-01-04,Allerton/Pelham Gardens,Bronx,8
2015-01-04,Alphabet City,Manhattan,317
2015-01-04,Arrochar/Fort Wadsworth,Staten Island,1
2015-01-04,Astoria,Queens,380
2015-01-04,Astoria Park,Queens,2
2015-01-04,Auburndale,Queens,8
2015-01-04,Baisley Park,Queens,13
2015-01-04,Bath Beach,Brooklyn,9
2015-01-04,Battery Park,Manhattan,10
2015-01-04,Battery Park City,Manhattan,329
2015-01-04,Bay Ridge,Brooklyn,131
2015-01-04,Bay Terrace/Fort Totten,Queens,8
2015-01-04,Bayside,Queens,22
2015-01-04,Bedford,Brooklyn,317
2015-01-04,Bedford Park,Bronx,16
2015-01-04,Bellerose,Queens,10
2015-01-04,Belmont,Bronx,22
2015-01-04,Bensonhurst East,Brooklyn,30
2015-01-04,Bensonhurst West,Brooklyn,32
2015-01-04,Bloomfield/Emerson Hill,Staten Island,2
2015-01-04,Bloomingdale,Manhattan,71
2015-01-04,Boerum Hill,Brooklyn,263
2015-01-04,Borough Park,Brooklyn,50
2015-01-04,Briarwood/Jamaica Hills,Queens,36
2015-01-04,Brighton Beach,Brooklyn,21
2015-01-04,Bronx Park,Bronx,7
2015-01-04,Bronxdale,Bronx,11
2015-01-04,Brooklyn Heights,Brooklyn,291
2015-01-04,Brooklyn Navy Yard,Brooklyn,8
2015-01-04,Brownsville,Brooklyn,32
2015-01-04,Bushwick North,Brooklyn,320
2015-01-04,Bushwick South,Brooklyn,438
2015-01-04,Cambria Heights,Queens,5
2015-01-04,Canarsie,Brooklyn,47
2015-01-04,Carroll Gardens,Brooklyn,176
2015-01-04,Central Harlem,Manhattan,219
2015-01-04,Central Harlem North,Manhattan,266
2015-01-04,Central Park,Manhattan,124
2015-01-04,Chinatown,Manhattan,145
2015-01-04,City Island,Bronx,2
2015-01-04,Claremont/Bathgate,Bronx,8
2015-01-04,Clinton East,Manhattan,844
2015-01-04,Clinton Hill,Brooklyn,386
2015-01-04,Clinton West,Manhattan,527
2015-01-04,Co-Op City,Bronx,12
2015-01-04,Cobble Hill,Brooklyn,113
2015-01-04,College Point,Queens,19
2015-01-04,Columbia Street,Brooklyn,39
2015-01-04,Coney Island,Brooklyn,11
2015-01-04,Corona,Queens,26
2015-01-04,Country Club,Bronx,2
2015-01-04,Crotona Park East,Bronx,12
2015-01-04,Crown Heights North,Brooklyn,422
2015-01-04,Crown Heights South,Brooklyn,100
2015-01-04,Cypress Hills,Brooklyn,11
2015-01-04,DUMBO/Vinegar Hill,Brooklyn,125
2015-01-04,Douglaston,Queens,14
2015-01-04,Downtown Brooklyn/MetroTech,Brooklyn,156
2015-01-04,Dyker Heights,Brooklyn,34
2015-01-04,East Chelsea,Manhattan,743
2015-01-04,East Concourse/Concourse Village,Bronx,26
2015-01-04,East Elmhurst,Queens,28
2015-01-04,East Flatbush/Farragut,Brooklyn,40
2015-01-04,East Flatbush/Remsen Village,Brooklyn,31
2015-01-04,East Flushing,Queens,13
2015-01-04,East Harlem North,Manhattan,176
2015-01-04,East Harlem South,Manhattan,155
2015-01-04,East New York,Brooklyn,45
2015-01-04,East New York/Pennsylvania Avenue,Brooklyn,13
2015-01-04,East Tremont,Bronx,12
2015-01-04,East Village,Manhattan,1419
2015-01-04,East Williamsburg,Brooklyn,458
2015-01-04,Eastchester,Bronx,7
2015-01-04,Elmhurst,Queens,69
2015-01-04,Elmhurst/Maspeth,Queens,34
2015-01-04,Erasmus,Brooklyn,23
2015-01-04,Far Rockaway,Queens,1
2015-01-04,Financial District North,Manhattan,376
2015-01-04,Financial District South,Manhattan,112
2015-01-04,Flatbush/Ditmas Park,Brooklyn,132
2015-01-04,Flatiron,Manhattan,554
2015-01-04,Flatlands,Brooklyn,39
2015-01-04,Flushing,Queens,68
2015-01-04,Flushing Meadows-Corona Park,Queens,13
2015-01-04,Fordham South,Bronx,10
2015-01-04,Forest Hills,Queens,129
2015-01-04,Fort Greene,Brooklyn,288
2015-01-04,Fresh Meadows,Queens,10
2015-01-04,Garment District,Manhattan,229
2015-01-04,Glen Oaks,Queens,2
2015-01-04,Glendale,Queens,22
2015-01-04,Gowanus,Brooklyn,164
2015-01-04,Gramercy,Manhattan,703
2015-01-04,Gravesend,Brooklyn,10
2015-01-04,Green-Wood Cemetery,Brooklyn,1
2015-01-04,Greenpoint,Brooklyn,503
2015-01-04,Greenwich Village North,Manhattan,570
2015-01-04,Greenwich Village South,Manhattan,608
2015-01-04,Grymes Hill/Clifton,Staten Island,2
2015-01-04,Hamilton Heights,Manhattan,118
2015-01-04,Hammels/Arverne,Queens,6
2015-01-04,Heartland Village/Todt Hill,Staten Island,3
2015-01-04,Highbridge,Bronx,13
2015-01-04,Highbridge Park,Manhattan,1
2015-01-04,Hillcrest/Pomonok,Queens,15
2015-01-04,Hollis,Queens,4
2015-01-04,Homecrest,Brooklyn,63
2015-01-04,Howard Beach,Queens,18
2015-01-04,Hudson Sq,Manhattan,201
2015-01-04,Hunts Point,Bronx,3
2015-01-04,Inwood,Manhattan,55
2015-01-04,Inwood Hill Park,Manhattan,5
2015-01-04,JFK Airport,Queens,2449
2015-01-04,Jackson Heights,Queens,158
2015-01-04,Jamaica,Queens,39
2015-01-04,Jamaica Estates,Queens,17
2015-01-04,Kensington,Brooklyn,41
2015-01-04,Kew Gardens,Queens,30
2015-01-04,Kew Gardens Hills,Queens,23
2015-01-04,Kingsbridge Heights,Bronx,7
2015-01-04,Kips Bay,Manhattan,413
2015-01-04,LaGuardia Airport,Queens,1495
2015-01-04,Laurelton,Queens,13
2015-01-04,Lenox Hill East,Manhattan,351
2015-01-04,Lenox Hill West,Manhattan,564
2015-01-04,Lincoln Square East,Manhattan,524
2015-01-04,Lincoln Square West,Manhattan,335
2015-01-04,Little Italy/NoLiTa,Manhattan,714
2015-01-04,Long Island City/Hunters Point,Queens,275
2015-01-04,Long Island City/Queens Plaza,Queens,69
2015-01-04,Longwood,Bronx,13
2015-01-04,Lower East Side,Manhattan,960
2015-01-04,Madison,Brooklyn,28
2015-01-04,Manhattan Beach,Brooklyn,13
2015-01-04,Manhattan Valley,Manhattan,184
2015-01-04,Manhattanville,Manhattan,54
2015-01-04,Marble Hill,Manhattan,5
2015-01-04,Marine Park/Floyd Bennett Field,Brooklyn,2
2015-01-04,Marine Park/Mill Basin,Brooklyn,23
2015-01-04,Mariners Harbor,Staten Island,1
2015-01-04,Maspeth,Queens,25
2015-01-04,Meatpacking/West Village West,Manhattan,613
2015-01-04,Melrose South,Bronx,15
2015-01-04,Middle Village,Queens,32
2015-01-04,Midtown Center,Manhattan,577
2015-01-04,Midtown East,Manhattan,431
2015-01-04,Midtown North,Manhattan,600
2015-01-04,Midtown South,Manhattan,552
2015-01-04,Midwood,Brooklyn,52
2015-01-04,Morningside Heights,Manhattan,103
2015-01-04,Morrisania/Melrose,Bronx,17
2015-01-04,Mott Haven/Port Morris,Bronx,44
2015-01-04,Mount Hope,Bronx,13
2015-01-04,Murray Hill,Manhattan,661
2015-01-04,Murray Hill-Queens,Queens,24
2015-01-04,North Corona,Queens,13
2015-01-04,Norwood,Bronx,17
2015-01-04,Oakland Gardens,Queens,7
2015-01-04,Ocean Hill,Brooklyn,44
2015-01-04,Ocean Parkway South,Brooklyn,17
2015-01-04,Old Astoria,Queens,95
2015-01-04,Ozone Park,Queens,13
2015-01-04,Park Slope,Brooklyn,567
2015-01-04,Parkchester,Bronx,17
2015-01-04,Pelham Bay,Bronx,9
2015-01-04,Pelham Bay Park,Bronx,1
2015-01-04,Pelham Parkway,Bronx,14
2015-01-04,Penn Station/Madison Sq West,Manhattan,550
2015-01-04,Prospect Heights,Brooklyn,232
2015-01-04,Prospect Park,Brooklyn,22
2015-01-04,Prospect-Lefferts Gardens,Brooklyn,171
2015-01-04,Queens Village,Queens,14
2015-01-04,Queensboro Hill,Queens,16
2015-01-04,Queensbridge/Ravenswood,Queens,27
2015-01-04,Randalls Island,Manhattan,2
2015-01-04,Red Hook,Brooklyn,64
2015-01-04,Rego Park,Queens,36
2015-01-04,Richmond Hill,Queens,28
2015-01-04,Ridgewood,Queens,103
2015-01-04,Riverdale/North Riverdale/Fieldston,Bronx,24
2015-01-04,Rockaway Park,Queens,4
2015-01-04,Roosevelt Island,Manhattan,15
2015-01-04,Rosedale,Queens,7
2015-01-04,Saint Albans,Queens,10
2015-01-04,Saint George/New Brighton,Staten Island,1
2015-01-04,Saint Michaels Cemetery/Woodside,Queens,3
2015-01-04,Schuylerville/Edgewater Park,Bronx,20
2015-01-04,Seaport,Manhattan,139
2015-01-04,Sheepshead Bay,Brooklyn,24
2015-01-04,SoHo,Manhattan,461
2015-01-04,Soundview/Bruckner,Bronx,14
2015-01-04,Soundview/Castle Hill,Bronx,9
2015-01-04,South Beach/Dongan Hills,Staten Island,3
2015-01-04,South Jamaica,Queens,9
2015-01-04,South Ozone Park,Queens,35
2015-01-04,South Williamsburg,Brooklyn,22
2015-01-04,Springfield Gardens North,Queens,12
2015-01-04,Springfield Gardens South,Queens,9
2015-01-04,Spuyten Duyvil/Kingsbridge,Bronx,40
2015-01-04,Stapleton,Staten Island,1
2015-01-04,Starrett City,Brooklyn,7
2015-01-04,Steinway,Queens,189
2015-01-04,Stuy Town/Peter Cooper Village,Manhattan,227
2015-01-04,Stuyvesant Heights,Brooklyn,234
2015-01-04,Sunnyside,Queens,177
2015-01-04,Sunset Park East,Brooklyn,35
2015-01-04,Sunset Park West,Brooklyn,94
2015-01-04,Sutton Place/Turtle Bay North,Manhattan,466
2015-01-04,Times Sq/Theatre District,Manhattan,704
2015-01-04,TriBeCa/Civic Center,Manhattan,917
2015-01-04,Two Bridges/Seward Park,Manhattan,258
2015-01-04,UN/Turtle Bay South,Manhattan,398
2015-01-04,Union Sq,Manhattan,804
2015-01-04,University Heights/Morris Heights,Bronx,11
2015-01-04,Upper East Side North,Manhattan,589
2015-01-04,Upper East Side South,Manhattan,686
2015-01-04,Upper West Side North,Manhattan,371
2015-01-04,Upper West Side South,Manhattan,541
2015-01-04,Van Cortlandt Park,Bronx,1
2015-01-04,Van Cortlandt Village,Bronx,24
2015-01-04,Van Nest/Morris Park,Bronx,34
2015-01-04,Washington Heights North,Manhattan,120
2015-01-04,Washington Heights South,Manhattan,145
2015-01-04,West Brighton,Staten Island,2
2015-01-04,West Chelsea/Hudson Yards,Manhattan,600
2015-01-04,West Concourse,Bronx,19
2015-01-04,West Farms/Bronx River,Bronx,10
2015-01-04,West Village,Manhattan,898
2015-01-04,Westchester Village/Unionport,Bronx,13
2015-01-04,Whitestone,Queens,22
2015-01-04,Willets Point,Queens,1
2015-01-04,Williamsbridge/Olinville,Bronx,13
2015-01-04,Williamsburg (North Side),Brooklyn,767
2015-01-04,Williamsburg (South Side),Brooklyn,568
2015-01-04,Windsor Terrace,Brooklyn,74
2015-01-04,Woodhaven,Queens,27
2015-01-04,Woodlawn/Wakefield,Bronx,9
2015-01-04,Woodside,Queens,70
2015-01-04,World Trade Center,Manhattan,126
2015-01-04,Yorkville East,Manhattan,309
2015-01-04,Yorkville West,Manhattan,462
2015-01-05,Allerton/Pelham Gardens,Bronx,12
2015-01-05,Alphabet City,Manhattan,278
2015-01-05,Arrochar/Fort Wadsworth,Staten Island,1
2015-01-05,Astoria,Queens,238
2015-01-05,Astoria Park,Queens,1
2015-01-05,Auburndale,Queens,6
2015-01-05,Baisley Park,Queens,24
2015-01-05,Bath Beach,Brooklyn,16
2015-01-05,Battery Park,Manhattan,10
2015-01-05,Battery Park City,Manhattan,451
2015-01-05,Bay Ridge,Brooklyn,94
2015-01-05,Bay Terrace/Fort Totten,Queens,6
2015-01-05,Bayside,Queens,18
2015-01-05,Bedford,Brooklyn,226
2015-01-05,Bedford Park,Bronx,5
2015-01-05,Bellerose,Queens,7
2015-01-05,Belmont,Bronx,19
2015-01-05,Bensonhurst East,Brooklyn,23
2015-01-05,Bensonhurst West,Brooklyn,25
2015-01-05,Bloomfield/Emerson Hill,Staten Island,2
2015-01-05,Bloomingdale,Manhattan,67
2015-01-05,Boerum Hill,Brooklyn,225
2015-01-05,Borough Park,Brooklyn,50
2015-01-05,Briarwood/Jamaica Hills,Queens,27
2015-01-05,Brighton Beach,Brooklyn,16
2015-01-05,Bronxdale,Bronx,9
2015-01-05,Brooklyn Heights,Brooklyn,270
2015-01-05,Brooklyn Navy Yard,Brooklyn,31
2015-01-05,Brownsville,Brooklyn,29
2015-01-05,Bushwick North,Brooklyn,196
2015-01-05,Bushwick South,Brooklyn,262
2015-01-05,Cambria Heights,Queens,9
2015-01-05,Canarsie,Brooklyn,41
2015-01-05,Carroll Gardens,Brooklyn,120
2015-01-05,Central Harlem,Manhattan,189
2015-01-05,Central Harlem North,Manhattan,183
2015-01-05,Central Park,Manhattan,147
2015-01-05,Chinatown,Manhattan,122
2015-01-05,City Island,Bronx,1
2015-01-05,Claremont/Bathgate,Bronx,8
2015-01-05,Clinton East,Manhattan,607
2015-01-05,Clinton Hill,Brooklyn,211
2015-01-05,Clinton West,Manhattan,624
2015-01-05,Co-Op City,Bronx,8
2015-01-05,Cobble Hill,Brooklyn,87
2015-01-05,College Point,Queens,7
2015-01-05,Columbia Street,Brooklyn,45
2015-01-05,Coney Island,Brooklyn,4
2015-01-05,Corona,Queens,19
2015-01-05,Country Club,Bronx,1
2015-01-05,Crotona Park East,Bronx,4
2015-01-05,Crown Heights North,Brooklyn,264
2015-01-05,Crown Heights South,Brooklyn,55
2015-01-05,Cypress Hills,Brooklyn,10
2015-01-05,DUMBO/Vinegar Hill,Brooklyn,203
2015-01-05,Douglaston,Queens,6
2015-01-05,Downtown Brooklyn/MetroTech,Brooklyn,176
2015-01-05,Dyker Heights,Brooklyn,23
2015-01-05,East Chelsea,Manhattan,726
2015-01-05,East Concourse/Concourse Village,Bronx,24
2015-01-05,East Elmhurst,Queens,30
2015-01-05,East Flatbush/Farragut,Brooklyn,35
2015-01-05,East Flatbush/Remsen Village,Brooklyn,39
2015-01-05,East Flushing,Queens,17
2015-01-05,East Harlem North,Manhattan,137
2015-01-05,East Harlem South,Manhattan,146
2015-01-05,East New York,Brooklyn,46
2015-01-05,East New York/Pennsylvania Avenue,Brooklyn,11
2015-01-05,East Tremont,Bronx,7
2015-01-05,East Village,Manhattan,976
2015-01-05,East Williamsburg,Brooklyn,291
2015-01-05,Eastchester,Bronx,8
2015-01-05,Elmhurst,Queens,67
2015-01-05,Elmhurst/Maspeth,Queens,19
2015-01-05,Erasmus,Brooklyn,17
2015-01-05,Far Rockaway,Queens,4
2015-01-05,Financial District North,Manhattan,455
2015-01-05,Financial District South,Manhattan,166
2015-01-05,Flatbush/Ditmas Park,Brooklyn,116
2015-01-05,Flatiron,Manhattan,592
2015-01-05,Flatlands,Brooklyn,47
2015-01-05,Flushing,Queens,58
2015-01-05,Flushing Meadows-Corona Park,Queens,3
2015-01-05,Fordham South,Bronx,8
2015-01-05,Forest Hills,Queens,95
2015-01-05,Forest Park/Highland Park,Queens,2
2015-01-05,Fort Greene,Brooklyn,220
2015-01-05,Fresh Meadows,Queens,11
2015-01-05,Garment District,Manhattan,544
2015-01-05,Glen Oaks,Queens,8
2015-01-05,Glendale,Queens,13
2015-01-05,Gowanus,Brooklyn,119
2015-01-05,Gramercy,Manhattan,667
2015-01-05,Gravesend,Brooklyn,7
2015-01-05,Green-Wood Cemetery,Brooklyn,1
2015-01-05,Greenpoint,Brooklyn,384
2015-01-05,Greenwich Village North,Manhattan,681
2015-01-05,Greenwich Village South,Manhattan,467
2015-01-05,Grymes Hill/Clifton,Staten Island,1
2015-01-05,Hamilton Heights,Manhattan,100
2015-01-05,Hammels/Arverne,Queens,4
2015-01-05,Heartland Village/Todt Hill,Staten Island,1
2015-01-05,Highbridge,Bronx,13
2015-01-05,Hillcrest/Pomonok,Queens,25
2015-01-05,Hollis,Queens,5
2015-01-05,Homecrest,Brooklyn,53
2015-01-05,Howard Beach,Queens,13
2015-01-05,Hudson Sq,Manhattan,422
2015-01-05,Hunts Point,Bronx,6
2015-01-05,Inwood,Manhattan,29
2015-01-05,Inwood Hill Park,Manhattan,3
2015-01-05,JFK Airport,Queens,2195
2015-01-05,Jackson Heights,Queens,106
2015-01-05,Jamaica,Queens,36
2015-01-05,Jamaica Estates,Queens,15
2015-01-05,Kensington,Brooklyn,43
2015-01-05,Kew Gardens,Queens,24
2015-01-05,Kew Gardens Hills,Queens,27
2015-01-05,Kingsbridge Heights,Bronx,9
2015-01-05,Kips Bay,Manhattan,369
2015-01-05,LaGuardia Airport,Queens,1311
2015-01-05,Laurelton,Queens,4
2015-01-05,Lenox Hill East,Manhattan,514
2015-01-05,Lenox Hill West,Manhattan,727
2015-01-05,Lincoln Square East,Manhattan,611
2015-01-05,Lincoln Square West,Manhattan,402
2015-01-05,Little Italy/NoLiTa,Manhattan,667
2015-01-05,Long Island City/Hunters Point,Queens,253
2015-01-05,Long Island City/Queens Plaza,Queens,56
2015-01-05,Longwood,Bronx,3
2015-01-05,Lower East Side,Manhattan,513
2015-01-05,Madison,Brooklyn,21
2015-01-05,Manhattan Beach,Brooklyn,11
2015-01-05,Manhattan Valley,Manhattan,191
2015-01-05,Manhattanville,Manhattan,53
2015-01-05,Marble Hill,Manhattan,5
2015-01-05,Marine Park/Floyd Bennett Field,Brooklyn,1
2015-01-05,Marine Park/Mill Basin,Brooklyn,30
2015-01-05,Maspeth,Queens,35
2015-01-05,Meatpacking/West Village West,Manhattan,653
2015-01-05,Melrose South,Bronx,11
2015-01-05,Middle Village,Queens,20
2015-01-05,Midtown Center,Manhattan,1710
2015-01-05,Midtown East,Manhattan,1024
2015-01-05,Midtown North,Manhattan,949
2015-01-05,Midtown South,Manhattan,823
2015-01-05,Midwood,Brooklyn,54
2015-01-05,Morningside Heights,Manhattan,109
2015-01-05,Morrisania/Melrose,Bronx,7
2015-01-05,Mott Haven/Port Morris,Bronx,30
2015-01-05,Mount Hope,Bronx,9
2015-01-05,Murray Hill,Manhattan,867
2015-01-05,Murray Hill-Queens,Queens,18
2015-01-05,New Dorp/Midland Beach,Staten Island,1
2015-01-05,Newark Airport,EWR,1
2015-01-05,North Corona,Queens,9
2015-01-05,Norwood,Bronx,19
2015-01-05,Oakland Gardens,Queens,7
2015-01-05,Oakwood,Staten Island,1
2015-01-05,Ocean Hill,Brooklyn,28
2015-01-05,Ocean Parkway South,Brooklyn,28
2015-01-05,Old Astoria,Queens,68
2015-01-05,Ozone Park,Queens,4
2015-01-05,Park Slope,Brooklyn,552
2015-01-05,Parkchester,Bronx,13
2015-01-05,Pelham Bay,Bronx,5
2015-01-05,Pelham Bay Park,Bronx,1
2015-01-05,Pelham Parkway,Bronx,24
2015-01-05,Penn Station/Madison Sq West,Manhattan,502
2015-01-05,Prospect Heights,Brooklyn,179
2015-01-05,Prospect Park,Brooklyn,16
2015-01-05,Prospect-Lefferts Gardens,Brooklyn,116
2015-01-05,Queens Village,Queens,4
2015-01-05,Queensboro Hill,Queens,23
2015-01-05,Queensbridge/Ravenswood,Queens,10
2015-01-05,Randalls Island,Manhattan,1
2015-01-05,Red Hook,Brooklyn,59
2015-01-05,Rego Park,Queens,33
2015-01-05,Richmond Hill,Queens,26
2015-01-05,Ridgewood,Queens,60
2015-01-05,Riverdale/North Riverdale/Fieldston,Bronx,47
