Pickup_date,zone,borough,counts
2015-03-12,Van Cortlandt Village,Bronx,49
2015-03-12,Van Nest/Morris Park,Bronx,22
2015-03-12,Washington Heights North,Manhattan,169
2015-03-12,Washington Heights South,Manhattan,207
2015-03-12,West Brighton,Staten Island,2
2015-03-12,West Chelsea/Hudson Yards,Manhattan,1263
2015-03-12,West Concourse,Bronx,47
2015-03-12,West Farms/Bronx River,Bronx,19
2015-03-12,West Village,Manhattan,1513
2015-03-12,Westchester Village/Unionport,Bronx,16
2015-03-12,Westerleigh,Staten Island,5
2015-03-12,Whitestone,Queens,17
2015-03-12,Willets Point,Queens,3
2015-03-12,Williamsbridge/Olinville,Bronx,12
2015-03-12,Williamsburg (North Side),Brooklyn,809
2015-03-12,Williamsburg (South Side),Brooklyn,570
2015-03-12,Windsor Terrace,Brooklyn,81
2015-03-12,Woodhaven,Queens,49
2015-03-12,Woodlawn/Wakefield,Bronx,7
2015-03-12,Woodside,Queens,93
2015-03-12,World Trade Center,Manhattan,405
2015-03-12,Yorkville East,Manhattan,619
2015-03-12,Yorkville West,Manhattan,650
2015-03-13,Allerton/Pelham Gardens,Bronx,16
2015-03-13,Alphabet City,Manhattan,503
2015-03-13,Arrochar/Fort Wadsworth,Staten Island,5
2015-03-13,Astoria,Queens,462
2015-03-13,Astoria Park,Queens,2
2015-03-13,Auburndale,Queens,20
2015-03-13,Baisley Park,Queens,32
2015-03-13,Bath Beach,Brooklyn,30
2015-03-13,Battery Park,Manhattan,9
2015-03-13,Battery Park City,Manhattan,816
2015-03-13,Bay Ridge,Brooklyn,214
2015-03-13,Bay Terrace/Fort Totten,Queens,16
2015-03-13,Bayside,Queens,58
2015-03-13,Bedford,Brooklyn,390
2015-03-13,Bedford Park,Bronx,40
2015-03-13,Bellerose,Queens,14
2015-03-13,Belmont,Bronx,85
2015-03-13,Bensonhurst East,Brooklyn,60
2015-03-13,Bensonhurst West,Brooklyn,57
2015-03-13,Bloomfield/Emerson Hill,Staten Island,8
2015-03-13,Bloomingdale,Manhattan,145
2015-03-13,Boerum Hill,Brooklyn,361
2015-03-13,Borough Park,Brooklyn,51
2015-03-13,Briarwood/Jamaica Hills,Queens,73
2015-03-13,Brighton Beach,Brooklyn,22
2015-03-13,Broad Channel,Queens,1
2015-03-13,Bronx Park,Bronx,5
2015-03-13,Bronxdale,Bronx,19
2015-03-13,Brooklyn Heights,Brooklyn,390
2015-03-13,Brooklyn Navy Yard,Brooklyn,62
2015-03-13,Brownsville,Brooklyn,53
2015-03-13,Bushwick North,Brooklyn,344
2015-03-13,Bushwick South,Brooklyn,485
2015-03-13,Cambria Heights,Queens,24
2015-03-13,Canarsie,Brooklyn,78
2015-03-13,Carroll Gardens,Brooklyn,223
2015-03-13,Central Harlem,Manhattan,321
2015-03-13,Central Harlem North,Manhattan,312
2015-03-13,Central Park,Manhattan,240
2015-03-13,Charleston/Tottenville,Staten Island,2
2015-03-13,Chinatown,Manhattan,267
2015-03-13,City Island,Bronx,3
2015-03-13,Claremont/Bathgate,Bronx,23
2015-03-13,Clinton East,Manhattan,1499
2015-03-13,Clinton Hill,Brooklyn,499
2015-03-13,Clinton West,Manhattan,624
2015-03-13,Co-Op City,Bronx,16
2015-03-13,Cobble Hill,Brooklyn,128
2015-03-13,College Point,Queens,22
2015-03-13,Columbia Street,Brooklyn,65
2015-03-13,Coney Island,Brooklyn,23
2015-03-13,Corona,Queens,49
2015-03-13,Country Club,Bronx,7
2015-03-13,Crotona Park East,Bronx,11
2015-03-13,Crown Heights North,Brooklyn,554
2015-03-13,Crown Heights South,Brooklyn,124
2015-03-13,Cypress Hills,Brooklyn,21
2015-03-13,DUMBO/Vinegar Hill,Brooklyn,244
2015-03-13,Douglaston,Queens,13
2015-03-13,Downtown Brooklyn/MetroTech,Brooklyn,330
2015-03-13,Dyker Heights,Brooklyn,53
2015-03-13,East Chelsea,Manhattan,1640
2015-03-13,East Concourse/Concourse Village,Bronx,39
2015-03-13,East Elmhurst,Queens,53
2015-03-13,East Flatbush/Farragut,Brooklyn,69
2015-03-13,East Flatbush/Remsen Village,Brooklyn,86
2015-03-13,East Flushing,Queens,21
2015-03-13,East Harlem North,Manhattan,264
2015-03-13,East Harlem South,Manhattan,274
2015-03-13,East New York,Brooklyn,83
2015-03-13,East New York/Pennsylvania Avenue,Brooklyn,18
2015-03-13,East Tremont,Bronx,30
2015-03-13,East Village,Manhattan,2482
2015-03-13,East Williamsburg,Brooklyn,610
2015-03-13,Eastchester,Bronx,14
2015-03-13,Elmhurst,Queens,107
2015-03-13,Elmhurst/Maspeth,Queens,53
2015-03-13,Erasmus,Brooklyn,47
2015-03-13,Far Rockaway,Queens,4
2015-03-13,Financial District North,Manhattan,952
2015-03-13,Financial District South,Manhattan,389
2015-03-13,Flatbush/Ditmas Park,Brooklyn,204
2015-03-13,Flatiron,Manhattan,1278
2015-03-13,Flatlands,Brooklyn,80
2015-03-13,Flushing,Queens,108
2015-03-13,Flushing Meadows-Corona Park,Queens,9
2015-03-13,Fordham South,Bronx,14
2015-03-13,Forest Hills,Queens,205
2015-03-13,Forest Park/Highland Park,Queens,2
2015-03-13,Fort Greene,Brooklyn,435
2015-03-13,Fresh Meadows,Queens,26
2015-03-13,Garment District,Manhattan,1000
2015-03-13,Glen Oaks,Queens,12
2015-03-13,Glendale,Queens,50
2015-03-13,Gowanus,Brooklyn,197
2015-03-13,Gramercy,Manhattan,1523
2015-03-13,Gravesend,Brooklyn,28
2015-03-13,Green-Wood Cemetery,Brooklyn,3
2015-03-13,Greenpoint,Brooklyn,743
2015-03-13,Greenwich Village North,Manhattan,1456
2015-03-13,Greenwich Village South,Manhattan,1116
2015-03-13,Grymes Hill/Clifton,Staten Island,1
2015-03-13,Hamilton Heights,Manhattan,173
2015-03-13,Hammels/Arverne,Queens,3
2015-03-13,Heartland Village/Todt Hill,Staten Island,4
2015-03-13,Highbridge,Bronx,24
2015-03-13,Highbridge Park,Manhattan,4
2015-03-13,Hillcrest/Pomonok,Queens,101
2015-03-13,Hollis,Queens,12
2015-03-13,Homecrest,Brooklyn,114
2015-03-13,Howard Beach,Queens,26
2015-03-13,Hudson Sq,Manhattan,694
2015-03-13,Hunts Point,Bronx,19
2015-03-13,Inwood,Manhattan,58
2015-03-13,Inwood Hill Park,Manhattan,6
2015-03-13,JFK Airport,Queens,1541
2015-03-13,Jackson Heights,Queens,191
2015-03-13,Jamaica,Queens,92
2015-03-13,Jamaica Estates,Queens,33
2015-03-13,Kensington,Brooklyn,69
2015-03-13,Kew Gardens,Queens,64
2015-03-13,Kew Gardens Hills,Queens,68
2015-03-13,Kingsbridge Heights,Bronx,29
2015-03-13,Kips Bay,Manhattan,737
2015-03-13,LaGuardia Airport,Queens,1285
2015-03-13,Laurelton,Queens,21
2015-03-13,Lenox Hill East,Manhattan,768
2015-03-13,Lenox Hill West,Manhattan,1129
2015-03-13,Lincoln Square East,Manhattan,1029
2015-03-13,Lincoln Square West,Manhattan,653
2015-03-13,Little Italy/NoLiTa,Manhattan,1449
2015-03-13,Long Island City/Hunters Point,Queens,376
2015-03-13,Long Island City/Queens Plaza,Queens,86
2015-03-13,Longwood,Bronx,13
2015-03-13,Lower East Side,Manhattan,1297
2015-03-13,Madison,Brooklyn,47
2015-03-13,Manhattan Beach,Brooklyn,22
2015-03-13,Manhattan Valley,Manhattan,306
2015-03-13,Manhattanville,Manhattan,88
2015-03-13,Marble Hill,Manhattan,21
2015-03-13,Marine Park/Floyd Bennett Field,Brooklyn,2
2015-03-13,Marine Park/Mill Basin,Brooklyn,39
2015-03-13,Mariners Harbor,Staten Island,3
2015-03-13,Maspeth,Queens,67
2015-03-13,Meatpacking/West Village West,Manhattan,1296
2015-03-13,Melrose South,Bronx,34
2015-03-13,Middle Village,Queens,62
2015-03-13,Midtown Center,Manhattan,2889
2015-03-13,Midtown East,Manhattan,1850
2015-03-13,Midtown North,Manhattan,1664
2015-03-13,Midtown South,Manhattan,1559
2015-03-13,Midwood,Brooklyn,85
2015-03-13,Morningside Heights,Manhattan,386
2015-03-13,Morrisania/Melrose,Bronx,33
2015-03-13,Mott Haven/Port Morris,Bronx,63
2015-03-13,Mount Hope,Bronx,34
2015-03-13,Murray Hill,Manhattan,1817
2015-03-13,Murray Hill-Queens,Queens,43
2015-03-13,New Dorp/Midland Beach,Staten Island,1
2015-03-13,North Corona,Queens,27
2015-03-13,Norwood,Bronx,31
2015-03-13,Oakland Gardens,Queens,16
2015-03-13,Oakwood,Staten Island,1
2015-03-13,Ocean Hill,Brooklyn,80
2015-03-13,Ocean Parkway South,Brooklyn,44
2015-03-13,Old Astoria,Queens,133
2015-03-13,Ozone Park,Queens,36
2015-03-13,Park Slope,Brooklyn,845
2015-03-13,Parkchester,Bronx,29
2015-03-13,Pelham Bay,Bronx,10
2015-03-13,Pelham Bay Park,Bronx,1
2015-03-13,Pelham Parkway,Bronx,30
2015-03-13,Penn Station/Madison Sq West,Manhattan,1170
2015-03-13,Prospect Heights,Brooklyn,284
2015-03-13,Prospect Park,Brooklyn,16
2015-03-13,Prospect-Lefferts Gardens,Brooklyn,198
2015-03-13,Queens Village,Queens,34
2015-03-13,Queensboro Hill,Queens,29
2015-03-13,Queensbridge/Ravenswood,Queens,29
2015-03-13,Randalls Island,Manhattan,4
2015-03-13,Red Hook,Brooklyn,133
2015-03-13,Rego Park,Queens,63
2015-03-13,Richmond Hill,Queens,57
2015-03-13,Ridgewood,Queens,117
2015-03-13,Riverdale/North Riverdale/Fieldston,Bronx,101
2015-03-13,Roosevelt Island,Manhattan,10
2015-03-13,Rosedale,Queens,14
2015-03-13,Saint Albans,Queens,20
2015-03-13,Saint George/New Brighton,Staten Island,1
2015-03-13,Saint Michaels Cemetery/Woodside,Queens,4
2015-03-13,Schuylerville/Edgewater Park,Bronx,18
2015-03-13,Seaport,Manhattan,282
2015-03-13,Sheepshead Bay,Brooklyn,53
2015-03-13,SoHo,Manhattan,1327
2015-03-13,Soundview/Bruckner,Bronx,16
2015-03-13,Soundview/Castle Hill,Bronx,35
2015-03-13,South Beach/Dongan Hills,Staten Island,3
2015-03-13,South Jamaica,Queens,33
2015-03-13,South Ozone Park,Queens,67
2015-03-13,South Williamsburg,Brooklyn,27
2015-03-13,Springfield Gardens North,Queens,15
2015-03-13,Springfield Gardens South,Queens,12
2015-03-13,Spuyten Duyvil/Kingsbridge,Bronx,91
2015-03-13,Stapleton,Staten Island,3
2015-03-13,Starrett City,Brooklyn,13
2015-03-13,Steinway,Queens,231
2015-03-13,Stuy Town/Peter Cooper Village,Manhattan,446
2015-03-13,Stuyvesant Heights,Brooklyn,304
2015-03-13,Sunnyside,Queens,309
2015-03-13,Sunset Park East,Brooklyn,54
2015-03-13,Sunset Park West,Brooklyn,187
2015-03-13,Sutton Place/Turtle Bay North,Manhattan,1057
2015-03-13,Times Sq/Theatre District,Manhattan,1800
2015-03-13,TriBeCa/Civic Center,Manhattan,2414
2015-03-13,Two Bridges/Seward Park,Manhattan,381
2015-03-13,UN/Turtle Bay South,Manhattan,932
2015-03-13,Union Sq,Manhattan,2436
2015-03-13,University Heights/Morris Heights,Bronx,24
2015-03-13,Upper East Side North,Manhattan,1241
2015-03-13,Upper East Side South,Manhattan,1590
2015-03-13,Upper West Side North,Manhattan,731
2015-03-13,Upper West Side South,Manhattan,985
2015-03-13,Van Cortlandt Park,Bronx,2
2015-03-13,Van Cortlandt Village,Bronx,31
2015-03-13,Van Nest/Morris Park,Bronx,32
2015-03-13,Washington Heights North,Manhattan,193
2015-03-13,Washington Heights South,Manhattan,278
2015-03-13,West Brighton,Staten Island,2
2015-03-13,West Chelsea/Hudson Yards,Manhattan,1224
2015-03-13,West Concourse,Bronx,46
2015-03-13,West Farms/Bronx River,Bronx,19
2015-03-13,West Village,Manhattan,1908
2015-03-13,Westchester Village/Unionport,Bronx,29
2015-03-13,Westerleigh,Staten Island,2
2015-03-13,Whitestone,Queens,22
2015-03-13,Williamsbridge/Olinville,Bronx,26
2015-03-13,Williamsburg (North Side),Brooklyn,1031
2015-03-13,Williamsburg (South Side),Brooklyn,678
2015-03-13,Windsor Terrace,Brooklyn,118
2015-03-13,Woodhaven,Queens,67
2015-03-13,Woodlawn/Wakefield,Bronx,16
2015-03-13,Woodside,Queens,106
2015-03-13,World Trade Center,Manhattan,383
2015-03-13,Yorkville East,Manhattan,636
2015-03-13,Yorkville West,Manhattan,775
2015-03-14,Allerton/Pelham Gardens,Bronx,22
2015-03-14,Alphabet City,Manhattan,759
2015-03-14,Arden Heights,Staten Island,1
2015-03-14,Arrochar/Fort Wadsworth,Staten Island,3
2015-03-14,Astoria,Queens,712
2015-03-14,Astoria Park,Queens,2
2015-03-14,Auburndale,Queens,15
2015-03-14,Baisley Park,Queens,27
2015-03-14,Bath Beach,Brooklyn,39
2015-03-14,Battery Park,Manhattan,6
2015-03-14,Battery Park City,Manhattan,800
2015-03-14,Bay Ridge,Brooklyn,261
2015-03-14,Bay Terrace/Fort Totten,Queens,30
2015-03-14,Bayside,Queens,64
2015-03-14,Bedford,Brooklyn,586
2015-03-14,Bedford Park,Bronx,42
2015-03-14,Bellerose,Queens,19
2015-03-14,Belmont,Bronx,69
2015-03-14,Bensonhurst East,Brooklyn,58
2015-03-14,Bensonhurst West,Brooklyn,59
2015-03-14,Bloomfield/Emerson Hill,Staten Island,6
2015-03-14,Bloomingdale,Manhattan,162
2015-03-14,Boerum Hill,Brooklyn,471
2015-03-14,Borough Park,Brooklyn,41
2015-03-14,Briarwood/Jamaica Hills,Queens,96
2015-03-14,Brighton Beach,Brooklyn,30
2015-03-14,Broad Channel,Queens,1
2015-03-14,Bronx Park,Bronx,21
2015-03-14,Bronxdale,Bronx,20
2015-03-14,Brooklyn Heights,Brooklyn,570
2015-03-14,Brooklyn Navy Yard,Brooklyn,46
2015-03-14,Brownsville,Brooklyn,62
2015-03-14,Bushwick North,Brooklyn,600
2015-03-14,Bushwick South,Brooklyn,810
2015-03-14,Cambria Heights,Queens,9
2015-03-14,Canarsie,Brooklyn,80
2015-03-14,Carroll Gardens,Brooklyn,324
2015-03-14,Central Harlem,Manhattan,447
2015-03-14,Central Harlem North,Manhattan,422
2015-03-14,Central Park,Manhattan,257
2015-03-14,Chinatown,Manhattan,359
2015-03-14,City Island,Bronx,2
2015-03-14,Claremont/Bathgate,Bronx,23
2015-03-14,Clinton East,Manhattan,1981
2015-03-14,Clinton Hill,Brooklyn,667
2015-03-14,Clinton West,Manhattan,993
2015-03-14,Co-Op City,Bronx,22
2015-03-14,Cobble Hill,Brooklyn,179
2015-03-14,College Point,Queens,19
2015-03-14,Columbia Street,Brooklyn,95
2015-03-14,Coney Island,Brooklyn,30
2015-03-14,Corona,Queens,63
2015-03-14,Country Club,Bronx,5
2015-03-14,Crotona Park,Bronx,1
2015-03-14,Crotona Park East,Bronx,20
2015-03-14,Crown Heights North,Brooklyn,877
2015-03-14,Crown Heights South,Brooklyn,154
2015-03-14,Cypress Hills,Brooklyn,41
2015-03-14,DUMBO/Vinegar Hill,Brooklyn,259
2015-03-14,Douglaston,Queens,19
2015-03-14,Downtown Brooklyn/MetroTech,Brooklyn,368
2015-03-14,Dyker Heights,Brooklyn,72
2015-03-14,East Chelsea,Manhattan,2112
2015-03-14,East Concourse/Concourse Village,Bronx,46
2015-03-14,East Elmhurst,Queens,57
2015-03-14,East Flatbush/Farragut,Brooklyn,80
2015-03-14,East Flatbush/Remsen Village,Brooklyn,90
2015-03-14,East Flushing,Queens,26
2015-03-14,East Harlem North,Manhattan,297
2015-03-14,East Harlem South,Manhattan,333
2015-03-14,East New York,Brooklyn,119
2015-03-14,East New York/Pennsylvania Avenue,Brooklyn,33
2015-03-14,East Tremont,Bronx,29
2015-03-14,East Village,Manhattan,3472
2015-03-14,East Williamsburg,Brooklyn,783
2015-03-14,Eastchester,Bronx,21
2015-03-14,Elmhurst,Queens,162
2015-03-14,Elmhurst/Maspeth,Queens,69
2015-03-14,Erasmus,Brooklyn,76
2015-03-14,Far Rockaway,Queens,2
2015-03-14,Financial District North,Manhattan,1033
2015-03-14,Financial District South,Manhattan,244
2015-03-14,Flatbush/Ditmas Park,Brooklyn,346
2015-03-14,Flatiron,Manhattan,1670
2015-03-14,Flatlands,Brooklyn,86
2015-03-14,Flushing,Queens,136
2015-03-14,Flushing Meadows-Corona Park,Queens,11
2015-03-14,Fordham South,Bronx,15
2015-03-14,Forest Hills,Queens,314
2015-03-14,Forest Park/Highland Park,Queens,1
2015-03-14,Fort Greene,Brooklyn,534
2015-03-14,Fresh Meadows,Queens,37
2015-03-14,Garment District,Manhattan,596
2015-03-14,Glen Oaks,Queens,5
2015-03-14,Glendale,Queens,49
2015-03-14,Gowanus,Brooklyn,288
2015-03-14,Gramercy,Manhattan,1980
2015-03-14,Gravesend,Brooklyn,22
2015-03-14,Great Kills,Staten Island,3
2015-03-14,Green-Wood Cemetery,Brooklyn,2
2015-03-14,Greenpoint,Brooklyn,960
2015-03-14,Greenwich Village North,Manhattan,1791
2015-03-14,Greenwich Village South,Manhattan,1609
2015-03-14,Grymes Hill/Clifton,Staten Island,5
2015-03-14,Hamilton Heights,Manhattan,226
2015-03-14,Hammels/Arverne,Queens,5
2015-03-14,Heartland Village/Todt Hill,Staten Island,5
2015-03-14,Highbridge,Bronx,39
2015-03-14,Highbridge Park,Manhattan,2
2015-03-14,Hillcrest/Pomonok,Queens,112
2015-03-14,Hollis,Queens,22
2015-03-14,Homecrest,Brooklyn,99
2015-03-14,Howard Beach,Queens,48
2015-03-14,Hudson Sq,Manhattan,560
2015-03-14,Hunts Point,Bronx,16
2015-03-14,Inwood,Manhattan,95
2015-03-14,Inwood Hill Park,Manhattan,7
2015-03-14,JFK Airport,Queens,1139
2015-03-14,Jackson Heights,Queens,226
2015-03-14,Jamaica,Queens,88
2015-03-14,Jamaica Estates,Queens,53
2015-03-14,Kensington,Brooklyn,65
2015-03-14,Kew Gardens,Queens,72
2015-03-14,Kew Gardens Hills,Queens,60
2015-03-14,Kingsbridge Heights,Bronx,31
2015-03-14,Kips Bay,Manhattan,1054
2015-03-14,LaGuardia Airport,Queens,591
2015-03-14,Laurelton,Queens,23
2015-03-14,Lenox Hill East,Manhattan,767
2015-03-14,Lenox Hill West,Manhattan,1464
2015-03-14,Lincoln Square East,Manhattan,1254
2015-03-14,Lincoln Square West,Manhattan,738
2015-03-14,Little Italy/NoLiTa,Manhattan,1741
2015-03-14,Long Island City/Hunters Point,Queens,614
2015-03-14,Long Island City/Queens Plaza,Queens,131
2015-03-14,Longwood,Bronx,23
2015-03-14,Lower East Side,Manhattan,2144
2015-03-14,Madison,Brooklyn,40
2015-03-14,Manhattan Beach,Brooklyn,26
2015-03-14,Manhattan Valley,Manhattan,405
2015-03-14,Manhattanville,Manhattan,144
2015-03-14,Marble Hill,Manhattan,22
2015-03-14,Marine Park/Floyd Bennett Field,Brooklyn,2
2015-03-14,Marine Park/Mill Basin,Brooklyn,53
2015-03-14,Mariners Harbor,Staten Island,2
2015-03-14,Maspeth,Queens,102
2015-03-14,Meatpacking/West Village West,Manhattan,1768
2015-03-14,Melrose South,Bronx,33
2015-03-14,Middle Village,Queens,89
2015-03-14,Midtown Center,Manhattan,1412
2015-03-14,Midtown East,Manhattan,1102
2015-03-14,Midtown North,Manhattan,1429
2015-03-14,Midtown South,Manhattan,1428
2015-03-14,Midwood,Brooklyn,73
2015-03-14,Morningside Heights,Manhattan,365
2015-03-14,Morrisania/Melrose,Bronx,29
2015-03-14,Mott Haven/Port Morris,Bronx,69
2015-03-14,Mount Hope,Bronx,29
2015-03-14,Murray Hill,Manhattan,2032
2015-03-14,Murray Hill-Queens,Queens,35
2015-03-14,New Dorp/Midland Beach,Staten Island,2
2015-03-14,North Corona,Queens,26
2015-03-14,Norwood,Bronx,31
2015-03-14,Oakland Gardens,Queens,23
2015-03-14,Ocean Hill,Brooklyn,81
2015-03-14,Ocean Parkway South,Brooklyn,29
2015-03-14,Old Astoria,Queens,257
2015-03-14,Ozone Park,Queens,26
2015-03-14,Park Slope,Brooklyn,1209
2015-03-14,Parkchester,Bronx,37
2015-03-14,Pelham Bay,Bronx,22
2015-03-14,Pelham Bay Park,Bronx,1
2015-03-14,Pelham Parkway,Bronx,47
2015-03-14,Penn Station/Madison Sq West,Manhattan,1192
2015-03-14,Prospect Heights,Brooklyn,449
2015-03-14,Prospect Park,Brooklyn,53
2015-03-14,Prospect-Lefferts Gardens,Brooklyn,274
2015-03-14,Queens Village,Queens,41
2015-03-14,Queensboro Hill,Queens,25
2015-03-14,Queensbridge/Ravenswood,Queens,39
2015-03-14,Randalls Island,Manhattan,4
2015-03-14,Red Hook,Brooklyn,162
2015-03-14,Rego Park,Queens,83
2015-03-14,Richmond Hill,Queens,89
2015-03-14,Ridgewood,Queens,166
2015-03-14,Riverdale/North Riverdale/Fieldston,Bronx,40
2015-03-14,Roosevelt Island,Manhattan,20
2015-03-14,Rosedale,Queens,16
2015-03-14,Saint Albans,Queens,40
2015-03-14,Saint George/New Brighton,Staten Island,5
2015-03-14,Saint Michaels Cemetery/Woodside,Queens,1
2015-03-14,Schuylerville/Edgewater Park,Bronx,17
2015-03-14,Seaport,Manhattan,361
2015-03-14,Sheepshead Bay,Brooklyn,44
2015-03-14,SoHo,Manhattan,1438
2015-03-14,Soundview/Bruckner,Bronx,22
2015-03-14,Soundview/Castle Hill,Bronx,35
2015-03-14,South Beach/Dongan Hills,Staten Island,6
2015-03-14,South Jamaica,Queens,27
2015-03-14,South Ozone Park,Queens,61
2015-03-14,South Williamsburg,Brooklyn,30
2015-03-14,Springfield Gardens North,Queens,25
2015-03-14,Springfield Gardens South,Queens,25
2015-03-14,Spuyten Duyvil/Kingsbridge,Bronx,85
2015-03-14,Starrett City,Brooklyn,15
2015-03-14,Steinway,Queens,394
2015-03-14,Stuy Town/Peter Cooper Village,Manhattan,577
2015-03-14,Stuyvesant Heights,Brooklyn,413
2015-03-14,Sunnyside,Queens,393
2015-03-14,Sunset Park East,Brooklyn,75
2015-03-14,Sunset Park West,Brooklyn,186
2015-03-14,Sutton Place/Turtle Bay North,Manhattan,1134
2015-03-14,Times Sq/Theatre District,Manhattan,1542
2015-03-14,TriBeCa/Civic Center,Manhattan,2730
2015-03-14,Two Bridges/Seward Park,Manhattan,562
2015-03-14,UN/Turtle Bay South,Manhattan,979
2015-03-14,Union Sq,Manhattan,2367
2015-03-14,University Heights/Morris Heights,Bronx,36
2015-03-14,Upper East Side North,Manhattan,1317
2015-03-14,Upper East Side South,Manhattan,1483
2015-03-14,Upper West Side North,Manhattan,773
2015-03-14,Upper West Side South,Manhattan,1191
2015-03-14,Van Cortlandt Park,Bronx,5
2015-03-14,Van Cortlandt Village,Bronx,55
2015-03-14,Van Nest/Morris Park,Bronx,32
2015-03-14,Washington Heights North,Manhattan,238
2015-03-14,Washington Heights South,Manhattan,357
2015-03-14,West Brighton,Staten Island,4
2015-03-14,West Chelsea/Hudson Yards,Manhattan,1324
2015-03-14,West Concourse,Bronx,51
2015-03-14,West Farms/Bronx River,Bronx,26
2015-03-14,West Village,Manhattan,2723
2015-03-14,Westchester Village/Unionport,Bronx,36
2015-03-14,Westerleigh,Staten Island,5
2015-03-14,Whitestone,Queens,36
2015-03-14,Williamsbridge/Olinville,Bronx,37
2015-03-14,Williamsburg (North Side),Brooklyn,1540
2015-03-14,Williamsburg (South Side),Brooklyn,1056
2015-03-14,Windsor Terrace,Brooklyn,158
2015-03-14,Woodhaven,Queens,81
2015-03-14,Woodlawn/Wakefield,Bronx,23
2015-03-14,Woodside,Queens,161
2015-03-14,World Trade Center,Manhattan,379
2015-03-14,Yorkville East,Manhattan,704
2015-03-14,Yorkville West,Manhattan,1009
2015-03-15,Allerton/Pelham Gardens,Bronx,25
2015-03-15,Alphabet City,Manhattan,425
2015-03-15,Arrochar/Fort Wadsworth,Staten Island,2
2015-03-15,Astoria,Queens,632
2015-03-15,Astoria Park,Queens,1
2015-03-15,Auburndale,Queens,20
2015-03-15,Baisley Park,Queens,27
2015-03-15,Bath Beach,Brooklyn,14
2015-03-15,Battery Park,Manhattan,6
2015-03-15,Battery Park City,Manhattan,455
2015-03-15,Bay Ridge,Brooklyn,190
2015-03-15,Bay Terrace/Fort Totten,Queens,15
2015-03-15,Bayside,Queens,50
2015-03-15,Bedford,Brooklyn,442
2015-03-15,Bedford Park,Bronx,24
2015-03-15,Bellerose,Queens,12
2015-03-15,Belmont,Bronx,38
2015-03-15,Bensonhurst East,Brooklyn,41
2015-03-15,Bensonhurst West,Brooklyn,50
2015-03-15,Bloomfield/Emerson Hill,Staten Island,5
2015-03-15,Bloomingdale,Manhattan,120
2015-03-15,Boerum Hill,Brooklyn,354
2015-03-15,Borough Park,Brooklyn,88
2015-03-15,Briarwood/Jamaica Hills,Queens,64
2015-03-15,Brighton Beach,Brooklyn,13
2015-03-15,Broad Channel,Queens,1
2015-03-15,Bronx Park,Bronx,26
2015-03-15,Bronxdale,Bronx,19
2015-03-15,Brooklyn Heights,Brooklyn,393
2015-03-15,Brooklyn Navy Yard,Brooklyn,32
2015-03-15,Brownsville,Brooklyn,57
2015-03-15,Bushwick North,Brooklyn,431
2015-03-15,Bushwick South,Brooklyn,678
2015-03-15,Cambria Heights,Queens,6
2015-03-15,Canarsie,Brooklyn,75
2015-03-15,Carroll Gardens,Brooklyn,225
2015-03-15,Central Harlem,Manhattan,353
2015-03-15,Central Harlem North,Manhattan,371
2015-03-15,Central Park,Manhattan,184
2015-03-15,Chinatown,Manhattan,221
2015-03-15,City Island,Bronx,4
2015-03-15,Claremont/Bathgate,Bronx,18
2015-03-15,Clinton East,Manhattan,1245
2015-03-15,Clinton Hill,Brooklyn,472
2015-03-15,Clinton West,Manhattan,643
2015-03-15,Co-Op City,Bronx,18
2015-03-15,Cobble Hill,Brooklyn,113
2015-03-15,College Point,Queens,23
2015-03-15,Columbia Street,Brooklyn,45
2015-03-15,Coney Island,Brooklyn,25
2015-03-15,Corona,Queens,45
2015-03-15,Country Club,Bronx,3
2015-03-15,Crotona Park East,Bronx,16
2015-03-15,Crown Heights North,Brooklyn,618
2015-03-15,Crown Heights South,Brooklyn,159
2015-03-15,Cypress Hills,Brooklyn,36
2015-03-15,DUMBO/Vinegar Hill,Brooklyn,194
2015-03-15,Douglaston,Queens,10
2015-03-15,Downtown Brooklyn/MetroTech,Brooklyn,232
2015-03-15,Dyker Heights,Brooklyn,34
2015-03-15,East Chelsea,Manhattan,1228
2015-03-15,East Concourse/Concourse Village,Bronx,44
2015-03-15,East Elmhurst,Queens,65
2015-03-15,East Flatbush/Farragut,Brooklyn,88
2015-03-15,East Flatbush/Remsen Village,Brooklyn,77
2015-03-15,East Flushing,Queens,17
2015-03-15,East Harlem North,Manhattan,255
2015-03-15,East Harlem South,Manhattan,268
2015-03-15,East New York,Brooklyn,107
2015-03-15,East New York/Pennsylvania Avenue,Brooklyn,29
2015-03-15,East Tremont,Bronx,31
2015-03-15,East Village,Manhattan,2300
2015-03-15,East Williamsburg,Brooklyn,641
2015-03-15,Eastchester,Bronx,9
2015-03-15,Elmhurst,Queens,123
2015-03-15,Elmhurst/Maspeth,Queens,42
2015-03-15,Erasmus,Brooklyn,49
2015-03-15,Far Rockaway,Queens,7
2015-03-15,Financial District North,Manhattan,637
2015-03-15,Financial District South,Manhattan,157
2015-03-15,Flatbush/Ditmas Park,Brooklyn,235
2015-03-15,Flatiron,Manhattan,998
2015-03-15,Flatlands,Brooklyn,93
2015-03-15,Flushing,Queens,103
2015-03-15,Flushing Meadows-Corona Park,Queens,21
2015-03-15,Fordham South,Bronx,12
2015-03-15,Forest Hills,Queens,220
2015-03-15,Forest Park/Highland Park,Queens,1
