Date/Time,zone,counts,borough
2014-09-24,Bushwick South,184,Brooklyn
2014-09-24,Cambria Heights,6,Queens
2014-09-24,Canarsie,5,Brooklyn
2014-09-24,Carroll Gardens,84,Brooklyn
2014-09-24,Central Harlem,113,Manhattan
2014-09-24,Central Harlem North,98,Manhattan
2014-09-24,Central Park,117,Manhattan
2014-09-24,Chinatown,75,Manhattan
2014-09-24,Claremont/Bathgate,2,Bronx
2014-09-24,Clinton East,575,Manhattan
2014-09-24,Clinton Hill,193,Brooklyn
2014-09-24,Clinton West,301,Manhattan
2014-09-24,Co-Op City,4,Bronx
2014-09-24,Cobble Hill,58,Brooklyn
2014-09-24,College Point,1,Queens
2014-09-24,Columbia Street,25,Brooklyn
2014-09-24,Coney Island,9,Brooklyn
2014-09-24,Corona,13,Queens
2014-09-24,Crotona Park,1,Bronx
2014-09-24,Crotona Park East,4,Bronx
2014-09-24,Crown Heights North,158,Brooklyn
2014-09-24,Crown Heights South,34,Brooklyn
2014-09-24,Cypress Hills,4,Brooklyn
2014-09-24,DUMBO/Vinegar Hill,160,Brooklyn
2014-09-24,Douglaston,1,Queens
2014-09-24,Downtown Brooklyn/MetroTech,133,Brooklyn
2014-09-24,Dyker Heights,7,Brooklyn
2014-09-24,East Chelsea,694,Manhattan
2014-09-24,East Concourse/Concourse Village,6,Bronx
2014-09-24,East Elmhurst,28,Queens
2014-09-24,East Flatbush/Farragut,9,Brooklyn
2014-09-24,East Flatbush/Remsen Village,10,Brooklyn
2014-09-24,East Flushing,1,Queens
2014-09-24,East Harlem North,94,Manhattan
2014-09-24,East Harlem South,109,Manhattan
2014-09-24,East New York,15,Brooklyn
2014-09-24,East New York/Pennsylvania Avenue,2,Brooklyn
2014-09-24,East Tremont,2,Bronx
2014-09-24,East Village,767,Manhattan
2014-09-24,East Williamsburg,213,Brooklyn
2014-09-24,Eastchester,1,Bronx
2014-09-24,Elmhurst,20,Queens
2014-09-24,Elmhurst/Maspeth,6,Queens
2014-09-24,Erasmus,9,Brooklyn
2014-09-24,Far Rockaway,1,Queens
2014-09-24,Financial District North,343,Manhattan
2014-09-24,Financial District South,143,Manhattan
2014-09-24,Flatbush/Ditmas Park,61,Brooklyn
2014-09-24,Flatiron,491,Manhattan
2014-09-24,Flatlands,18,Brooklyn
2014-09-24,Flushing,18,Queens
2014-09-24,Flushing Meadows-Corona Park,8,Queens
2014-09-24,Fordham South,2,Bronx
2014-09-24,Forest Hills,57,Queens
2014-09-24,Forest Park/Highland Park,2,Queens
2014-09-24,Fort Greene,203,Brooklyn
2014-09-24,Fresh Meadows,2,Queens
2014-09-24,Garment District,456,Manhattan
2014-09-24,Glen Oaks,1,Queens
2014-09-24,Glendale,8,Queens
2014-09-24,Gowanus,69,Brooklyn
2014-09-24,Gramercy,522,Manhattan
2014-09-24,Gravesend,6,Brooklyn
2014-09-24,Green-Wood Cemetery,1,Brooklyn
2014-09-24,Greenpoint,332,Brooklyn
2014-09-24,Greenwich Village North,565,Manhattan
2014-09-24,Greenwich Village South,431,Manhattan
2014-09-24,Hamilton Heights,60,Manhattan
2014-09-24,Highbridge,18,Bronx
2014-09-24,Hillcrest/Pomonok,20,Queens
2014-09-24,Hollis,2,Queens
2014-09-24,Homecrest,30,Brooklyn
2014-09-24,Howard Beach,6,Queens
2014-09-24,Hudson Sq,389,Manhattan
2014-09-24,Hunts Point,6,Bronx
2014-09-24,Inwood,16,Manhattan
2014-09-24,Inwood Hill Park,1,Manhattan
2014-09-24,JFK Airport,621,Queens
2014-09-24,Jackson Heights,44,Queens
2014-09-24,Jamaica,11,Queens
2014-09-24,Jamaica Estates,7,Queens
2014-09-24,Kensington,27,Brooklyn
2014-09-24,Kew Gardens,18,Queens
2014-09-24,Kew Gardens Hills,14,Queens
2014-09-24,Kingsbridge Heights,6,Bronx
2014-09-24,Kips Bay,239,Manhattan
2014-09-24,LaGuardia Airport,624,Queens
2014-09-24,Lenox Hill East,289,Manhattan
2014-09-24,Lenox Hill West,418,Manhattan
2014-09-24,Lincoln Square East,508,Manhattan
2014-09-24,Lincoln Square West,306,Manhattan
2014-09-24,Little Italy/NoLiTa,550,Manhattan
2014-09-24,Long Island City/Hunters Point,144,Queens
2014-09-24,Long Island City/Queens Plaza,38,Queens
2014-09-24,Longwood,3,Bronx
2014-09-24,Lower East Side,481,Manhattan
2014-09-24,Madison,18,Brooklyn
2014-09-24,Manhattan Beach,5,Brooklyn
2014-09-24,Manhattan Valley,146,Manhattan
2014-09-24,Manhattanville,25,Manhattan
2014-09-24,Marble Hill,1,Manhattan
2014-09-24,Marine Park/Mill Basin,13,Brooklyn
2014-09-24,Maspeth,24,Queens
2014-09-24,Meatpacking/West Village West,561,Manhattan
2014-09-24,Melrose South,6,Bronx
2014-09-24,Middle Village,17,Queens
2014-09-24,Midtown Center,1089,Manhattan
2014-09-24,Midtown East,605,Manhattan
2014-09-24,Midtown North,755,Manhattan
2014-09-24,Midtown South,697,Manhattan
2014-09-24,Midwood,23,Brooklyn
2014-09-24,Morningside Heights,105,Manhattan
2014-09-24,Morrisania/Melrose,3,Bronx
2014-09-24,Mott Haven/Port Morris,15,Bronx
2014-09-24,Mount Hope,7,Bronx
2014-09-24,Murray Hill,629,Manhattan
2014-09-24,Murray Hill-Queens,5,Queens
2014-09-24,Newark Airport,163,EWR
2014-09-24,North Corona,3,Queens
2014-09-24,Norwood,12,Bronx
2014-09-24,Oakland Gardens,3,Queens
2014-09-24,Ocean Hill,19,Brooklyn
2014-09-24,Ocean Parkway South,14,Brooklyn
2014-09-24,Old Astoria,40,Queens
2014-09-24,Ozone Park,7,Queens
2014-09-24,Park Slope,403,Brooklyn
2014-09-24,Parkchester,2,Bronx
2014-09-24,Pelham Bay,3,Bronx
2014-09-24,Pelham Parkway,12,Bronx
2014-09-24,Penn Station/Madison Sq West,445,Manhattan
2014-09-24,Prospect Heights,93,Brooklyn
2014-09-24,Prospect Park,7,Brooklyn
2014-09-24,Prospect-Lefferts Gardens,69,Brooklyn
2014-09-24,Queens Village,6,Queens
2014-09-24,Queensboro Hill,8,Queens
2014-09-24,Queensbridge/Ravenswood,8,Queens
2014-09-24,Randalls Island,7,Manhattan
2014-09-24,Red Hook,66,Brooklyn
2014-09-24,Rego Park,15,Queens
2014-09-24,Richmond Hill,10,Queens
2014-09-24,Ridgewood,29,Queens
2014-09-24,Riverdale/North Riverdale/Fieldston,54,Bronx
2014-09-24,Roosevelt Island,6,Manhattan
2014-09-24,Rosedale,1,Queens
2014-09-24,Saint Albans,3,Queens
2014-09-24,Saint George/New Brighton,2,Staten Island
2014-09-24,Schuylerville/Edgewater Park,1,Bronx
2014-09-24,Seaport,130,Manhattan
2014-09-24,Sheepshead Bay,11,Brooklyn
2014-09-24,SoHo,581,Manhattan
2014-09-24,Soundview/Bruckner,3,Bronx
2014-09-24,Soundview/Castle Hill,7,Bronx
2014-09-24,South Jamaica,5,Queens
2014-09-24,South Ozone Park,15,Queens
2014-09-24,South Williamsburg,16,Brooklyn
2014-09-24,Springfield Gardens North,2,Queens
2014-09-24,Springfield Gardens South,5,Queens
2014-09-24,Spuyten Duyvil/Kingsbridge,29,Bronx
2014-09-24,Starrett City,1,Brooklyn
2014-09-24,Steinway,65,Queens
2014-09-24,Stuy Town/Peter Cooper Village,130,Manhattan
2014-09-24,Stuyvesant Heights,95,Brooklyn
2014-09-24,Sunnyside,99,Queens
2014-09-24,Sunset Park East,17,Brooklyn
2014-09-24,Sunset Park West,58,Brooklyn
2014-09-24,Sutton Place/Turtle Bay North,360,Manhattan
2014-09-24,Times Sq/Theatre District,789,Manhattan
2014-09-24,TriBeCa/Civic Center,940,Manhattan
2014-09-24,Two Bridges/Seward Park,151,Manhattan
2014-09-24,UN/Turtle Bay South,226,Manhattan
2014-09-24,Union Sq,1101,Manhattan
2014-09-24,University Heights/Morris Heights,3,Bronx
2014-09-24,Upper East Side North,577,Manhattan
2014-09-24,Upper East Side South,737,Manhattan
2014-09-24,Upper West Side North,384,Manhattan
2014-09-24,Upper West Side South,473,Manhattan
2014-09-24,Van Cortlandt Village,4,Bronx
2014-09-24,Van Nest/Morris Park,10,Bronx
2014-09-24,Washington Heights North,53,Manhattan
2014-09-24,Washington Heights South,85,Manhattan
2014-09-24,West Chelsea/Hudson Yards,567,Manhattan
2014-09-24,West Concourse,46,Bronx
2014-09-24,West Farms/Bronx River,1,Bronx
2014-09-24,West Village,604,Manhattan
2014-09-24,Westchester Village/Unionport,2,Bronx
2014-09-24,Whitestone,4,Queens
2014-09-24,Williamsbridge/Olinville,4,Bronx
2014-09-24,Williamsburg (North Side),406,Brooklyn
2014-09-24,Williamsburg (South Side),271,Brooklyn
2014-09-24,Windsor Terrace,41,Brooklyn
2014-09-24,Woodhaven,9,Queens
2014-09-24,Woodlawn/Wakefield,3,Bronx
2014-09-24,Woodside,30,Queens
2014-09-24,World Trade Center,170,Manhattan
2014-09-24,Yorkville East,313,Manhattan
2014-09-24,Yorkville West,301,Manhattan
2014-09-25,Allerton/Pelham Gardens,3,Bronx
2014-09-25,Alphabet City,276,Manhattan
2014-09-25,Astoria,203,Queens
2014-09-25,Auburndale,1,Queens
2014-09-25,Baisley Park,12,Queens
2014-09-25,Bath Beach,6,Brooklyn
2014-09-25,Battery Park,3,Manhattan
2014-09-25,Battery Park City,375,Manhattan
2014-09-25,Bay Ridge,52,Brooklyn
2014-09-25,Bay Terrace/Fort Totten,4,Queens
2014-09-25,Bayside,10,Queens
2014-09-25,Bedford,191,Brooklyn
2014-09-25,Bedford Park,5,Bronx
2014-09-25,Bellerose,7,Queens
2014-09-25,Belmont,15,Bronx
2014-09-25,Bensonhurst East,10,Brooklyn
2014-09-25,Bensonhurst West,11,Brooklyn
2014-09-25,Bloomingdale,59,Manhattan
2014-09-25,Boerum Hill,176,Brooklyn
2014-09-25,Borough Park,7,Brooklyn
2014-09-25,Briarwood/Jamaica Hills,16,Queens
2014-09-25,Brighton Beach,4,Brooklyn
2014-09-25,Bronx Park,3,Bronx
2014-09-25,Bronxdale,4,Bronx
2014-09-25,Brooklyn Heights,198,Brooklyn
2014-09-25,Brooklyn Navy Yard,29,Brooklyn
2014-09-25,Brownsville,6,Brooklyn
2014-09-25,Bushwick North,146,Brooklyn
2014-09-25,Bushwick South,193,Brooklyn
2014-09-25,Cambria Heights,3,Queens
2014-09-25,Canarsie,3,Brooklyn
2014-09-25,Carroll Gardens,93,Brooklyn
2014-09-25,Central Harlem,154,Manhattan
2014-09-25,Central Harlem North,118,Manhattan
2014-09-25,Central Park,160,Manhattan
2014-09-25,Chinatown,97,Manhattan
2014-09-25,City Island,1,Bronx
2014-09-25,Claremont/Bathgate,1,Bronx
2014-09-25,Clinton East,718,Manhattan
2014-09-25,Clinton Hill,231,Brooklyn
2014-09-25,Clinton West,387,Manhattan
2014-09-25,Co-Op City,3,Bronx
2014-09-25,Cobble Hill,74,Brooklyn
2014-09-25,College Point,1,Queens
2014-09-25,Columbia Street,29,Brooklyn
2014-09-25,Coney Island,7,Brooklyn
2014-09-25,Corona,9,Queens
2014-09-25,Crotona Park East,3,Bronx
2014-09-25,Crown Heights North,193,Brooklyn
2014-09-25,Crown Heights South,43,Brooklyn
2014-09-25,Cypress Hills,3,Brooklyn
2014-09-25,DUMBO/Vinegar Hill,182,Brooklyn
2014-09-25,Douglaston,8,Queens
2014-09-25,Downtown Brooklyn/MetroTech,147,Brooklyn
2014-09-25,Dyker Heights,15,Brooklyn
2014-09-25,East Chelsea,834,Manhattan
2014-09-25,East Concourse/Concourse Village,13,Bronx
2014-09-25,East Elmhurst,22,Queens
2014-09-25,East Flatbush/Farragut,11,Brooklyn
2014-09-25,East Flatbush/Remsen Village,8,Brooklyn
2014-09-25,East Flushing,5,Queens
2014-09-25,East Harlem North,89,Manhattan
2014-09-25,East Harlem South,117,Manhattan
2014-09-25,East New York,8,Brooklyn
2014-09-25,East New York/Pennsylvania Avenue,2,Brooklyn
2014-09-25,East Tremont,6,Bronx
2014-09-25,East Village,1041,Manhattan
2014-09-25,East Williamsburg,288,Brooklyn
2014-09-25,Eastchester,2,Bronx
2014-09-25,Elmhurst,22,Queens
2014-09-25,Elmhurst/Maspeth,5,Queens
2014-09-25,Erasmus,6,Brooklyn
2014-09-25,Financial District North,471,Manhattan
2014-09-25,Financial District South,191,Manhattan
2014-09-25,Flatbush/Ditmas Park,64,Brooklyn
2014-09-25,Flatiron,606,Manhattan
2014-09-25,Flatlands,21,Brooklyn
2014-09-25,Flushing,22,Queens
2014-09-25,Flushing Meadows-Corona Park,4,Queens
2014-09-25,Fordham South,1,Bronx
2014-09-25,Forest Hills,64,Queens
2014-09-25,Forest Park/Highland Park,1,Queens
2014-09-25,Fort Greene,222,Brooklyn
2014-09-25,Fresh Meadows,5,Queens
2014-09-25,Garment District,503,Manhattan
2014-09-25,Glen Oaks,5,Queens
2014-09-25,Glendale,7,Queens
2014-09-25,Gowanus,83,Brooklyn
2014-09-25,Gramercy,736,Manhattan
2014-09-25,Gravesend,4,Brooklyn
2014-09-25,Green-Wood Cemetery,1,Brooklyn
2014-09-25,Greenpoint,405,Brooklyn
2014-09-25,Greenwich Village North,713,Manhattan
2014-09-25,Greenwich Village South,529,Manhattan
2014-09-25,Grymes Hill/Clifton,2,Staten Island
2014-09-25,Hamilton Heights,60,Manhattan
2014-09-25,Heartland Village/Todt Hill,2,Staten Island
2014-09-25,Highbridge,46,Bronx
2014-09-25,Highbridge Park,1,Manhattan
2014-09-25,Hillcrest/Pomonok,12,Queens
2014-09-25,Hollis,2,Queens
2014-09-25,Homecrest,7,Brooklyn
2014-09-25,Howard Beach,14,Queens
2014-09-25,Hudson Sq,436,Manhattan
2014-09-25,Hunts Point,2,Bronx
2014-09-25,Inwood,17,Manhattan
2014-09-25,Inwood Hill Park,5,Manhattan
2014-09-25,JFK Airport,634,Queens
2014-09-25,Jackson Heights,42,Queens
2014-09-25,Jamaica,9,Queens
2014-09-25,Jamaica Estates,10,Queens
2014-09-25,Kensington,19,Brooklyn
2014-09-25,Kew Gardens,8,Queens
2014-09-25,Kew Gardens Hills,5,Queens
2014-09-25,Kingsbridge Heights,3,Bronx
2014-09-25,Kips Bay,287,Manhattan
2014-09-25,LaGuardia Airport,882,Queens
2014-09-25,Laurelton,3,Queens
2014-09-25,Lenox Hill East,373,Manhattan
2014-09-25,Lenox Hill West,622,Manhattan
2014-09-25,Lincoln Square East,654,Manhattan
2014-09-25,Lincoln Square West,401,Manhattan
2014-09-25,Little Italy/NoLiTa,676,Manhattan
2014-09-25,Long Island City/Hunters Point,229,Queens
2014-09-25,Long Island City/Queens Plaza,53,Queens
2014-09-25,Longwood,3,Bronx
2014-09-25,Lower East Side,592,Manhattan
2014-09-25,Madison,4,Brooklyn
2014-09-25,Manhattan Beach,5,Brooklyn
2014-09-25,Manhattan Valley,163,Manhattan
2014-09-25,Manhattanville,27,Manhattan
2014-09-25,Marble Hill,4,Manhattan
2014-09-25,Marine Park/Mill Basin,7,Brooklyn
2014-09-25,Mariners Harbor,2,Staten Island
2014-09-25,Maspeth,17,Queens
2014-09-25,Meatpacking/West Village West,724,Manhattan
2014-09-25,Melrose South,7,Bronx
2014-09-25,Middle Village,14,Queens
2014-09-25,Midtown Center,1243,Manhattan
2014-09-25,Midtown East,763,Manhattan
2014-09-25,Midtown North,761,Manhattan
2014-09-25,Midtown South,795,Manhattan
2014-09-25,Midwood,9,Brooklyn
2014-09-25,Morningside Heights,165,Manhattan
2014-09-25,Morrisania/Melrose,1,Bronx
2014-09-25,Mott Haven/Port Morris,19,Bronx
2014-09-25,Mount Hope,4,Bronx
2014-09-25,Murray Hill,818,Manhattan
2014-09-25,Murray Hill-Queens,2,Queens
2014-09-25,New Dorp/Midland Beach,1,Staten Island
2014-09-25,Newark Airport,252,EWR
2014-09-25,North Corona,8,Queens
2014-09-25,Norwood,13,Bronx
2014-09-25,Oakland Gardens,2,Queens
2014-09-25,Ocean Hill,20,Brooklyn
2014-09-25,Ocean Parkway South,5,Brooklyn
2014-09-25,Old Astoria,75,Queens
2014-09-25,Ozone Park,4,Queens
2014-09-25,Park Slope,389,Brooklyn
2014-09-25,Parkchester,1,Bronx
2014-09-25,Pelham Bay,1,Bronx
2014-09-25,Pelham Bay Park,1,Bronx
2014-09-25,Pelham Parkway,12,Bronx
2014-09-25,Penn Station/Madison Sq West,613,Manhattan
2014-09-25,Prospect Heights,128,Brooklyn
2014-09-25,Prospect Park,26,Brooklyn
2014-09-25,Prospect-Lefferts Gardens,62,Brooklyn
2014-09-25,Queens Village,10,Queens
2014-09-25,Queensboro Hill,7,Queens
2014-09-25,Queensbridge/Ravenswood,11,Queens
2014-09-25,Red Hook,84,Brooklyn
2014-09-25,Rego Park,13,Queens
2014-09-25,Richmond Hill,12,Queens
2014-09-25,Ridgewood,41,Queens
2014-09-25,Riverdale/North Riverdale/Fieldston,27,Bronx
2014-09-25,Roosevelt Island,5,Manhattan
2014-09-25,Rosedale,2,Queens
2014-09-25,Saint Albans,1,Queens
2014-09-25,Saint George/New Brighton,1,Staten Island
2014-09-25,Saint Michaels Cemetery/Woodside,1,Queens
2014-09-25,Schuylerville/Edgewater Park,3,Bronx
2014-09-25,Seaport,143,Manhattan
2014-09-25,Sheepshead Bay,4,Brooklyn
2014-09-25,SoHo,734,Manhattan
2014-09-25,Soundview/Bruckner,1,Bronx
2014-09-25,Soundview/Castle Hill,9,Bronx
2014-09-25,South Jamaica,2,Queens
2014-09-25,South Ozone Park,10,Queens
2014-09-25,South Williamsburg,13,Brooklyn
2014-09-25,Springfield Gardens North,1,Queens
2014-09-25,Springfield Gardens South,10,Queens
2014-09-25,Spuyten Duyvil/Kingsbridge,24,Bronx
2014-09-25,Stapleton,1,Staten Island
2014-09-25,Starrett City,1,Brooklyn
2014-09-25,Steinway,92,Queens
2014-09-25,Stuy Town/Peter Cooper Village,235,Manhattan
2014-09-25,Stuyvesant Heights,110,Brooklyn
2014-09-25,Sunnyside,85,Queens
2014-09-25,Sunset Park East,18,Brooklyn
2014-09-25,Sunset Park West,51,Brooklyn
2014-09-25,Sutton Place/Turtle Bay North,455,Manhattan
2014-09-25,Times Sq/Theatre District,890,Manhattan
2014-09-25,TriBeCa/Civic Center,1226,Manhattan
2014-09-25,Two Bridges/Seward Park,175,Manhattan
2014-09-25,UN/Turtle Bay South,309,Manhattan
2014-09-25,Union Sq,1270,Manhattan
2014-09-25,University Heights/Morris Heights,3,Bronx
2014-09-25,Upper East Side North,693,Manhattan
2014-09-25,Upper East Side South,852,Manhattan
2014-09-25,Upper West Side North,398,Manhattan
2014-09-25,Upper West Side South,638,Manhattan
2014-09-25,Van Cortlandt Park,1,Bronx
2014-09-25,Van Cortlandt Village,5,Bronx
2014-09-25,Van Nest/Morris Park,4,Bronx
2014-09-25,Washington Heights North,27,Manhattan
2014-09-25,Washington Heights South,85,Manhattan
2014-09-25,West Brighton,1,Staten Island
2014-09-25,West Chelsea/Hudson Yards,723,Manhattan
2014-09-25,West Concourse,115,Bronx
2014-09-25,West Farms/Bronx River,1,Bronx
2014-09-25,West Village,886,Manhattan
2014-09-25,Westchester Village/Unionport,7,Bronx
2014-09-25,Whitestone,13,Queens
2014-09-25,Williamsbridge/Olinville,2,Bronx
2014-09-25,Williamsburg (North Side),485,Brooklyn
2014-09-25,Williamsburg (South Side),338,Brooklyn
2014-09-25,Windsor Terrace,45,Brooklyn
2014-09-25,Woodhaven,2,Queens
2014-09-25,Woodlawn/Wakefield,1,Bronx
2014-09-25,Woodside,25,Queens
2014-09-25,World Trade Center,190,Manhattan
2014-09-25,Yorkville East,377,Manhattan
2014-09-25,Yorkville West,407,Manhattan
2014-09-26,Allerton/Pelham Gardens,3,Bronx
2014-09-26,Alphabet City,266,Manhattan
2014-09-26,Astoria,208,Queens
2014-09-26,Astoria Park,2,Queens
2014-09-26,Auburndale,4,Queens
2014-09-26,Baisley Park,17,Queens
2014-09-26,Bath Beach,12,Brooklyn
2014-09-26,Battery Park,8,Manhattan
2014-09-26,Battery Park City,361,Manhattan
2014-09-26,Bay Ridge,63,Brooklyn
2014-09-26,Bay Terrace/Fort Totten,4,Queens
2014-09-26,Bayside,13,Queens
2014-09-26,Bedford,204,Brooklyn
2014-09-26,Bedford Park,9,Bronx
2014-09-26,Bellerose,2,Queens
2014-09-26,Belmont,27,Bronx
2014-09-26,Bensonhurst East,8,Brooklyn
2014-09-26,Bensonhurst West,19,Brooklyn
2014-09-26,Bloomfield/Emerson Hill,2,Staten Island
2014-09-26,Bloomingdale,53,Manhattan
2014-09-26,Boerum Hill,171,Brooklyn
2014-09-26,Borough Park,12,Brooklyn
2014-09-26,Briarwood/Jamaica Hills,13,Queens
2014-09-26,Brighton Beach,8,Brooklyn
2014-09-26,Bronx Park,3,Bronx
2014-09-26,Bronxdale,5,Bronx
2014-09-26,Brooklyn Heights,250,Brooklyn
2014-09-26,Brooklyn Navy Yard,38,Brooklyn
2014-09-26,Brownsville,6,Brooklyn
2014-09-26,Bushwick North,172,Brooklyn
2014-09-26,Bushwick South,221,Brooklyn
2014-09-26,Cambria Heights,2,Queens
2014-09-26,Canarsie,6,Brooklyn
2014-09-26,Carroll Gardens,139,Brooklyn
2014-09-26,Central Harlem,124,Manhattan
2014-09-26,Central Harlem North,117,Manhattan
2014-09-26,Central Park,147,Manhattan
2014-09-26,Chinatown,142,Manhattan
2014-09-26,City Island,2,Bronx
2014-09-26,Claremont/Bathgate,1,Bronx
2014-09-26,Clinton East,708,Manhattan
2014-09-26,Clinton Hill,229,Brooklyn
2014-09-26,Clinton West,390,Manhattan
2014-09-26,Co-Op City,8,Bronx
2014-09-26,Cobble Hill,76,Brooklyn
2014-09-26,College Point,5,Queens
2014-09-26,Columbia Street,37,Brooklyn
2014-09-26,Coney Island,8,Brooklyn
2014-09-26,Corona,11,Queens
2014-09-26,Country Club,1,Bronx
2014-09-26,Crotona Park East,1,Bronx
2014-09-26,Crown Heights North,236,Brooklyn
2014-09-26,Crown Heights South,35,Brooklyn
2014-09-26,Cypress Hills,3,Brooklyn
2014-09-26,DUMBO/Vinegar Hill,210,Brooklyn
2014-09-26,Douglaston,5,Queens
2014-09-26,Downtown Brooklyn/MetroTech,199,Brooklyn
2014-09-26,Dyker Heights,21,Brooklyn
2014-09-26,East Chelsea,853,Manhattan
2014-09-26,East Concourse/Concourse Village,11,Bronx
2014-09-26,East Elmhurst,24,Queens
2014-09-26,East Flatbush/Farragut,17,Brooklyn
2014-09-26,East Flatbush/Remsen Village,12,Brooklyn
2014-09-26,East Flushing,4,Queens
2014-09-26,East Harlem North,85,Manhattan
2014-09-26,East Harlem South,126,Manhattan
2014-09-26,East New York,10,Brooklyn
2014-09-26,East New York/Pennsylvania Avenue,4,Brooklyn
2014-09-26,East Tremont,4,Bronx
2014-09-26,East Village,1131,Manhattan
2014-09-26,East Williamsburg,326,Brooklyn
2014-09-26,Eastchester,3,Bronx
2014-09-26,Elmhurst,28,Queens
2014-09-26,Elmhurst/Maspeth,19,Queens
2014-09-26,Erasmus,12,Brooklyn
2014-09-26,Far Rockaway,2,Queens
2014-09-26,Financial District North,474,Manhattan
2014-09-26,Financial District South,167,Manhattan
2014-09-26,Flatbush/Ditmas Park,73,Brooklyn
