Date/Time,zone,counts,borough
2014-04-24,Upper East Side North,419,Manhattan
2014-04-24,Upper East Side South,610,Manhattan
2014-04-24,Upper West Side North,199,Manhattan
2014-04-24,Upper West Side South,268,Manhattan
2014-04-24,Van Cortlandt Park,2,Bronx
2014-04-24,Van Cortlandt Village,2,Bronx
2014-04-24,Van Nest/Morris Park,4,Bronx
2014-04-24,Washington Heights North,13,Manhattan
2014-04-24,Washington Heights South,29,Manhattan
2014-04-24,West Chelsea/Hudson Yards,548,Manhattan
2014-04-24,West Concourse,1,Bronx
2014-04-24,West Farms/Bronx River,1,Bronx
2014-04-24,West Village,645,Manhattan
2014-04-24,Whitestone,3,Queens
2014-04-24,Willets Point,4,Queens
2014-04-24,Williamsbridge/Olinville,1,Bronx
2014-04-24,Williamsburg (North Side),185,Brooklyn
2014-04-24,Williamsburg (South Side),131,Brooklyn
2014-04-24,Windsor Terrace,12,Brooklyn
2014-04-24,Woodhaven,2,Queens
2014-04-24,Woodlawn/Wakefield,3,Bronx
2014-04-24,Woodside,7,Queens
2014-04-24,World Trade Center,142,Manhattan
2014-04-24,Yorkville East,186,Manhattan
2014-04-24,Yorkville West,194,Manhattan
2014-04-25,Allerton/Pelham Gardens,2,Bronx
2014-04-25,Alphabet City,156,Manhattan
2014-04-25,Astoria,65,Queens
2014-04-25,Astoria Park,1,Queens
2014-04-25,Baisley Park,10,Queens
2014-04-25,Bath Beach,1,Brooklyn
2014-04-25,Battery Park,2,Manhattan
2014-04-25,Battery Park City,219,Manhattan
2014-04-25,Bay Ridge,19,Brooklyn
2014-04-25,Bay Terrace/Fort Totten,1,Queens
2014-04-25,Bayside,6,Queens
2014-04-25,Bedford,73,Brooklyn
2014-04-25,Bedford Park,1,Bronx
2014-04-25,Bellerose,1,Queens
2014-04-25,Belmont,7,Bronx
2014-04-25,Bensonhurst East,4,Brooklyn
2014-04-25,Bensonhurst West,2,Brooklyn
2014-04-25,Bloomfield/Emerson Hill,1,Staten Island
2014-04-25,Bloomingdale,25,Manhattan
2014-04-25,Boerum Hill,97,Brooklyn
2014-04-25,Borough Park,3,Brooklyn
2014-04-25,Briarwood/Jamaica Hills,5,Queens
2014-04-25,Brighton Beach,2,Brooklyn
2014-04-25,Bronx Park,1,Bronx
2014-04-25,Bronxdale,2,Bronx
2014-04-25,Brooklyn Heights,130,Brooklyn
2014-04-25,Brooklyn Navy Yard,16,Brooklyn
2014-04-25,Brownsville,8,Brooklyn
2014-04-25,Bushwick North,65,Brooklyn
2014-04-25,Bushwick South,78,Brooklyn
2014-04-25,Cambria Heights,1,Queens
2014-04-25,Canarsie,7,Brooklyn
2014-04-25,Carroll Gardens,53,Brooklyn
2014-04-25,Central Harlem,58,Manhattan
2014-04-25,Central Harlem North,35,Manhattan
2014-04-25,Central Park,133,Manhattan
2014-04-25,Chinatown,72,Manhattan
2014-04-25,Clinton East,464,Manhattan
2014-04-25,Clinton Hill,103,Brooklyn
2014-04-25,Clinton West,236,Manhattan
2014-04-25,Co-Op City,2,Bronx
2014-04-25,Cobble Hill,31,Brooklyn
2014-04-25,College Point,2,Queens
2014-04-25,Columbia Street,17,Brooklyn
2014-04-25,Coney Island,3,Brooklyn
2014-04-25,Corona,4,Queens
2014-04-25,Crotona Park East,3,Bronx
2014-04-25,Crown Heights North,82,Brooklyn
2014-04-25,Crown Heights South,21,Brooklyn
2014-04-25,Cypress Hills,2,Brooklyn
2014-04-25,DUMBO/Vinegar Hill,122,Brooklyn
2014-04-25,Douglaston,1,Queens
2014-04-25,Downtown Brooklyn/MetroTech,67,Brooklyn
2014-04-25,Dyker Heights,4,Brooklyn
2014-04-25,East Chelsea,660,Manhattan
2014-04-25,East Concourse/Concourse Village,3,Bronx
2014-04-25,East Elmhurst,6,Queens
2014-04-25,East Flatbush/Farragut,4,Brooklyn
2014-04-25,East Flatbush/Remsen Village,18,Brooklyn
2014-04-25,East Harlem North,31,Manhattan
2014-04-25,East Harlem South,64,Manhattan
2014-04-25,East New York,12,Brooklyn
2014-04-25,East New York/Pennsylvania Avenue,3,Brooklyn
2014-04-25,East Tremont,1,Bronx
2014-04-25,East Village,856,Manhattan
2014-04-25,East Williamsburg,113,Brooklyn
2014-04-25,Eastchester,1,Bronx
2014-04-25,Elmhurst,7,Queens
2014-04-25,Elmhurst/Maspeth,3,Queens
2014-04-25,Erasmus,2,Brooklyn
2014-04-25,Far Rockaway,2,Queens
2014-04-25,Financial District North,270,Manhattan
2014-04-25,Financial District South,122,Manhattan
2014-04-25,Flatbush/Ditmas Park,24,Brooklyn
2014-04-25,Flatiron,495,Manhattan
2014-04-25,Flatlands,7,Brooklyn
2014-04-25,Flushing,9,Queens
2014-04-25,Flushing Meadows-Corona Park,19,Queens
2014-04-25,Fordham South,3,Bronx
2014-04-25,Forest Hills,14,Queens
2014-04-25,Fort Greene,122,Brooklyn
2014-04-25,Garment District,321,Manhattan
2014-04-25,Glendale,5,Queens
2014-04-25,Gowanus,46,Brooklyn
2014-04-25,Gramercy,470,Manhattan
2014-04-25,Gravesend,2,Brooklyn
2014-04-25,Greenpoint,131,Brooklyn
2014-04-25,Greenwich Village North,673,Manhattan
2014-04-25,Greenwich Village South,534,Manhattan
2014-04-25,Hamilton Heights,19,Manhattan
2014-04-25,Highbridge,12,Bronx
2014-04-25,Highbridge Park,1,Manhattan
2014-04-25,Hillcrest/Pomonok,5,Queens
2014-04-25,Homecrest,11,Brooklyn
2014-04-25,Howard Beach,7,Queens
2014-04-25,Hudson Sq,311,Manhattan
2014-04-25,Hunts Point,6,Bronx
2014-04-25,Inwood,8,Manhattan
2014-04-25,Inwood Hill Park,1,Manhattan
2014-04-25,JFK Airport,428,Queens
2014-04-25,Jackson Heights,19,Queens
2014-04-25,Jamaica,3,Queens
2014-04-25,Jamaica Estates,7,Queens
2014-04-25,Kensington,8,Brooklyn
2014-04-25,Kew Gardens,4,Queens
2014-04-25,Kew Gardens Hills,4,Queens
2014-04-25,Kingsbridge Heights,1,Bronx
2014-04-25,Kips Bay,199,Manhattan
2014-04-25,LaGuardia Airport,374,Queens
2014-04-25,Laurelton,2,Queens
2014-04-25,Lenox Hill East,206,Manhattan
2014-04-25,Lenox Hill West,347,Manhattan
2014-04-25,Lincoln Square East,351,Manhattan
2014-04-25,Lincoln Square West,191,Manhattan
2014-04-25,Little Italy/NoLiTa,557,Manhattan
2014-04-25,Long Island City/Hunters Point,87,Queens
2014-04-25,Long Island City/Queens Plaza,8,Queens
2014-04-25,Lower East Side,452,Manhattan
2014-04-25,Madison,3,Brooklyn
2014-04-25,Manhattan Beach,6,Brooklyn
2014-04-25,Manhattan Valley,76,Manhattan
2014-04-25,Manhattanville,9,Manhattan
2014-04-25,Marble Hill,1,Manhattan
2014-04-25,Marine Park/Mill Basin,5,Brooklyn
2014-04-25,Mariners Harbor,1,Staten Island
2014-04-25,Maspeth,27,Queens
2014-04-25,Meatpacking/West Village West,573,Manhattan
2014-04-25,Melrose South,4,Bronx
2014-04-25,Middle Village,7,Queens
2014-04-25,Midtown Center,1137,Manhattan
2014-04-25,Midtown East,674,Manhattan
2014-04-25,Midtown North,660,Manhattan
2014-04-25,Midtown South,544,Manhattan
2014-04-25,Midwood,14,Brooklyn
2014-04-25,Morningside Heights,65,Manhattan
2014-04-25,Morrisania/Melrose,4,Bronx
2014-04-25,Mott Haven/Port Morris,6,Bronx
2014-04-25,Mount Hope,1,Bronx
2014-04-25,Murray Hill,540,Manhattan
2014-04-25,Murray Hill-Queens,3,Queens
2014-04-25,New Dorp/Midland Beach,1,Staten Island
2014-04-25,Newark Airport,116,EWR
2014-04-25,North Corona,1,Queens
2014-04-25,Norwood,1,Bronx
2014-04-25,Ocean Hill,6,Brooklyn
2014-04-25,Ocean Parkway South,3,Brooklyn
2014-04-25,Old Astoria,12,Queens
2014-04-25,Ozone Park,4,Queens
2014-04-25,Park Slope,197,Brooklyn
2014-04-25,Pelham Parkway,2,Bronx
2014-04-25,Penn Station/Madison Sq West,369,Manhattan
2014-04-25,Prospect Heights,61,Brooklyn
2014-04-25,Prospect Park,11,Brooklyn
2014-04-25,Prospect-Lefferts Gardens,28,Brooklyn
2014-04-25,Queens Village,1,Queens
2014-04-25,Queensboro Hill,3,Queens
2014-04-25,Queensbridge/Ravenswood,8,Queens
2014-04-25,Randalls Island,5,Manhattan
2014-04-25,Red Hook,46,Brooklyn
2014-04-25,Rego Park,8,Queens
2014-04-25,Richmond Hill,2,Queens
2014-04-25,Ridgewood,12,Queens
2014-04-25,Riverdale/North Riverdale/Fieldston,17,Bronx
2014-04-25,Roosevelt Island,4,Manhattan
2014-04-25,Rosedale,4,Queens
2014-04-25,Saint Albans,1,Queens
2014-04-25,Saint George/New Brighton,1,Staten Island
2014-04-25,Saint Michaels Cemetery/Woodside,2,Queens
2014-04-25,Schuylerville/Edgewater Park,5,Bronx
2014-04-25,Seaport,134,Manhattan
2014-04-25,SoHo,572,Manhattan
2014-04-25,Soundview/Bruckner,1,Bronx
2014-04-25,Soundview/Castle Hill,3,Bronx
2014-04-25,South Jamaica,2,Queens
2014-04-25,South Ozone Park,4,Queens
2014-04-25,South Williamsburg,10,Brooklyn
2014-04-25,Springfield Gardens North,4,Queens
2014-04-25,Springfield Gardens South,3,Queens
2014-04-25,Spuyten Duyvil/Kingsbridge,7,Bronx
2014-04-25,Starrett City,1,Brooklyn
2014-04-25,Steinway,29,Queens
2014-04-25,Stuy Town/Peter Cooper Village,113,Manhattan
2014-04-25,Stuyvesant Heights,55,Brooklyn
2014-04-25,Sunnyside,36,Queens
2014-04-25,Sunset Park East,6,Brooklyn
2014-04-25,Sunset Park West,32,Brooklyn
2014-04-25,Sutton Place/Turtle Bay North,249,Manhattan
2014-04-25,Times Sq/Theatre District,615,Manhattan
2014-04-25,TriBeCa/Civic Center,876,Manhattan
2014-04-25,Two Bridges/Seward Park,101,Manhattan
2014-04-25,UN/Turtle Bay South,287,Manhattan
2014-04-25,Union Sq,996,Manhattan
2014-04-25,University Heights/Morris Heights,1,Bronx
2014-04-25,Upper East Side North,438,Manhattan
2014-04-25,Upper East Side South,667,Manhattan
2014-04-25,Upper West Side North,203,Manhattan
2014-04-25,Upper West Side South,288,Manhattan
2014-04-25,Van Cortlandt Park,2,Bronx
2014-04-25,Van Cortlandt Village,2,Bronx
2014-04-25,Van Nest/Morris Park,1,Bronx
2014-04-25,Washington Heights North,18,Manhattan
2014-04-25,Washington Heights South,33,Manhattan
2014-04-25,West Chelsea/Hudson Yards,525,Manhattan
2014-04-25,West Concourse,26,Bronx
2014-04-25,West Village,882,Manhattan
2014-04-25,Westerleigh,1,Staten Island
2014-04-25,Whitestone,3,Queens
2014-04-25,Willets Point,4,Queens
2014-04-25,Williamsbridge/Olinville,1,Bronx
2014-04-25,Williamsburg (North Side),267,Brooklyn
2014-04-25,Williamsburg (South Side),144,Brooklyn
2014-04-25,Windsor Terrace,20,Brooklyn
2014-04-25,Woodhaven,6,Queens
2014-04-25,Woodlawn/Wakefield,1,Bronx
2014-04-25,Woodside,9,Queens
2014-04-25,World Trade Center,133,Manhattan
2014-04-25,Yorkville East,195,Manhattan
2014-04-25,Yorkville West,229,Manhattan
2014-04-26,Allerton/Pelham Gardens,3,Bronx
2014-04-26,Alphabet City,148,Manhattan
2014-04-26,Arrochar/Fort Wadsworth,3,Staten Island
2014-04-26,Astoria,94,Queens
2014-04-26,Auburndale,1,Queens
2014-04-26,Baisley Park,3,Queens
2014-04-26,Bath Beach,5,Brooklyn
2014-04-26,Battery Park,4,Manhattan
2014-04-26,Battery Park City,244,Manhattan
2014-04-26,Bay Ridge,40,Brooklyn
2014-04-26,Bay Terrace/Fort Totten,2,Queens
2014-04-26,Bayside,6,Queens
2014-04-26,Bedford,132,Brooklyn
2014-04-26,Bedford Park,5,Bronx
2014-04-26,Bellerose,2,Queens
2014-04-26,Belmont,15,Bronx
2014-04-26,Bensonhurst East,7,Brooklyn
2014-04-26,Bensonhurst West,7,Brooklyn
2014-04-26,Bloomfield/Emerson Hill,2,Staten Island
2014-04-26,Bloomingdale,24,Manhattan
2014-04-26,Boerum Hill,147,Brooklyn
2014-04-26,Borough Park,3,Brooklyn
2014-04-26,Briarwood/Jamaica Hills,2,Queens
2014-04-26,Brighton Beach,1,Brooklyn
2014-04-26,Bronx Park,5,Bronx
2014-04-26,Bronxdale,1,Bronx
2014-04-26,Brooklyn Heights,156,Brooklyn
2014-04-26,Brooklyn Navy Yard,5,Brooklyn
2014-04-26,Brownsville,7,Brooklyn
2014-04-26,Bushwick North,92,Brooklyn
2014-04-26,Bushwick South,151,Brooklyn
2014-04-26,Cambria Heights,2,Queens
2014-04-26,Canarsie,10,Brooklyn
2014-04-26,Carroll Gardens,110,Brooklyn
2014-04-26,Central Harlem,62,Manhattan
2014-04-26,Central Harlem North,48,Manhattan
2014-04-26,Central Park,121,Manhattan
2014-04-26,Chinatown,91,Manhattan
2014-04-26,Claremont/Bathgate,2,Bronx
2014-04-26,Clinton East,501,Manhattan
2014-04-26,Clinton Hill,173,Brooklyn
2014-04-26,Clinton West,221,Manhattan
2014-04-26,Co-Op City,2,Bronx
2014-04-26,Cobble Hill,49,Brooklyn
2014-04-26,College Point,2,Queens
2014-04-26,Columbia Street,23,Brooklyn
2014-04-26,Coney Island,5,Brooklyn
2014-04-26,Corona,2,Queens
2014-04-26,Crotona Park East,3,Bronx
2014-04-26,Crown Heights North,184,Brooklyn
2014-04-26,Crown Heights South,30,Brooklyn
2014-04-26,Cypress Hills,8,Brooklyn
2014-04-26,DUMBO/Vinegar Hill,114,Brooklyn
2014-04-26,Douglaston,1,Queens
2014-04-26,Downtown Brooklyn/MetroTech,85,Brooklyn
2014-04-26,Dyker Heights,10,Brooklyn
2014-04-26,East Chelsea,766,Manhattan
2014-04-26,East Concourse/Concourse Village,3,Bronx
2014-04-26,East Elmhurst,11,Queens
2014-04-26,East Flatbush/Farragut,8,Brooklyn
2014-04-26,East Flatbush/Remsen Village,12,Brooklyn
2014-04-26,East Flushing,1,Queens
2014-04-26,East Harlem North,33,Manhattan
2014-04-26,East Harlem South,54,Manhattan
2014-04-26,East New York,16,Brooklyn
2014-04-26,East New York/Pennsylvania Avenue,6,Brooklyn
2014-04-26,East Village,940,Manhattan
2014-04-26,East Williamsburg,203,Brooklyn
2014-04-26,Elmhurst,12,Queens
2014-04-26,Elmhurst/Maspeth,4,Queens
2014-04-26,Erasmus,11,Brooklyn
2014-04-26,Financial District North,260,Manhattan
2014-04-26,Financial District South,67,Manhattan
2014-04-26,Flatbush/Ditmas Park,39,Brooklyn
2014-04-26,Flatiron,521,Manhattan
2014-04-26,Flatlands,6,Brooklyn
2014-04-26,Flushing,12,Queens
2014-04-26,Flushing Meadows-Corona Park,36,Queens
2014-04-26,Fordham South,1,Bronx
2014-04-26,Forest Hills,33,Queens
2014-04-26,Forest Park/Highland Park,1,Queens
2014-04-26,Fort Greene,142,Brooklyn
2014-04-26,Fresh Meadows,3,Queens
2014-04-26,Garment District,134,Manhattan
2014-04-26,Glen Oaks,4,Queens
2014-04-26,Glendale,5,Queens
2014-04-26,Gowanus,61,Brooklyn
2014-04-26,Gramercy,447,Manhattan
2014-04-26,Gravesend,3,Brooklyn
2014-04-26,Greenpoint,233,Brooklyn
2014-04-26,Greenwich Village North,664,Manhattan
2014-04-26,Greenwich Village South,639,Manhattan
2014-04-26,Hamilton Heights,28,Manhattan
2014-04-26,Highbridge,13,Bronx
2014-04-26,Highbridge Park,1,Manhattan
2014-04-26,Hillcrest/Pomonok,6,Queens
2014-04-26,Homecrest,6,Brooklyn
2014-04-26,Howard Beach,3,Queens
2014-04-26,Hudson Sq,206,Manhattan
2014-04-26,Hunts Point,2,Bronx
2014-04-26,Inwood,7,Manhattan
2014-04-26,Inwood Hill Park,1,Manhattan
2014-04-26,JFK Airport,291,Queens
2014-04-26,Jackson Heights,11,Queens
2014-04-26,Jamaica,5,Queens
2014-04-26,Jamaica Estates,3,Queens
2014-04-26,Kensington,8,Brooklyn
2014-04-26,Kew Gardens,2,Queens
2014-04-26,Kew Gardens Hills,9,Queens
2014-04-26,Kips Bay,184,Manhattan
2014-04-26,LaGuardia Airport,136,Queens
2014-04-26,Laurelton,1,Queens
2014-04-26,Lenox Hill East,170,Manhattan
2014-04-26,Lenox Hill West,371,Manhattan
2014-04-26,Lincoln Square East,374,Manhattan
2014-04-26,Lincoln Square West,158,Manhattan
2014-04-26,Little Italy/NoLiTa,615,Manhattan
2014-04-26,Long Island City/Hunters Point,92,Queens
2014-04-26,Long Island City/Queens Plaza,12,Queens
2014-04-26,Lower East Side,723,Manhattan
2014-04-26,Madison,3,Brooklyn
2014-04-26,Manhattan Beach,3,Brooklyn
2014-04-26,Manhattan Valley,69,Manhattan
2014-04-26,Manhattanville,17,Manhattan
2014-04-26,Marble Hill,1,Manhattan
2014-04-26,Marine Park/Mill Basin,3,Brooklyn
2014-04-26,Maspeth,6,Queens
2014-04-26,Meatpacking/West Village West,755,Manhattan
2014-04-26,Melrose South,1,Bronx
2014-04-26,Middle Village,6,Queens
2014-04-26,Midtown Center,497,Manhattan
2014-04-26,Midtown East,353,Manhattan
2014-04-26,Midtown North,464,Manhattan
2014-04-26,Midtown South,372,Manhattan
2014-04-26,Midwood,10,Brooklyn
2014-04-26,Morningside Heights,64,Manhattan
2014-04-26,Morrisania/Melrose,2,Bronx
2014-04-26,Mott Haven/Port Morris,6,Bronx
2014-04-26,Mount Hope,4,Bronx
2014-04-26,Murray Hill,408,Manhattan
2014-04-26,Murray Hill-Queens,6,Queens
2014-04-26,Newark Airport,61,EWR
2014-04-26,North Corona,2,Queens
2014-04-26,Norwood,4,Bronx
2014-04-26,Oakland Gardens,1,Queens
2014-04-26,Ocean Hill,15,Brooklyn
2014-04-26,Ocean Parkway South,2,Brooklyn
2014-04-26,Old Astoria,28,Queens
2014-04-26,Ozone Park,5,Queens
2014-04-26,Park Slope,266,Brooklyn
2014-04-26,Pelham Bay,2,Bronx
2014-04-26,Pelham Bay Park,2,Bronx
2014-04-26,Pelham Parkway,4,Bronx
2014-04-26,Penn Station/Madison Sq West,271,Manhattan
2014-04-26,Prospect Heights,109,Brooklyn
2014-04-26,Prospect Park,29,Brooklyn
2014-04-26,Prospect-Lefferts Gardens,38,Brooklyn
2014-04-26,Queens Village,1,Queens
2014-04-26,Queensboro Hill,5,Queens
2014-04-26,Queensbridge/Ravenswood,2,Queens
2014-04-26,Randalls Island,4,Manhattan
2014-04-26,Red Hook,84,Brooklyn
2014-04-26,Rego Park,11,Queens
2014-04-26,Richmond Hill,4,Queens
2014-04-26,Ridgewood,17,Queens
2014-04-26,Riverdale/North Riverdale/Fieldston,13,Bronx
2014-04-26,Roosevelt Island,6,Manhattan
2014-04-26,Rosedale,1,Queens
2014-04-26,Saint Albans,4,Queens
2014-04-26,Saint Michaels Cemetery/Woodside,2,Queens
2014-04-26,Schuylerville/Edgewater Park,4,Bronx
2014-04-26,Seaport,114,Manhattan
2014-04-26,Sheepshead Bay,6,Brooklyn
2014-04-26,SoHo,558,Manhattan
2014-04-26,Soundview/Castle Hill,1,Bronx
2014-04-26,South Jamaica,4,Queens
2014-04-26,South Ozone Park,6,Queens
2014-04-26,South Williamsburg,18,Brooklyn
2014-04-26,Springfield Gardens North,1,Queens
2014-04-26,Springfield Gardens South,1,Queens
2014-04-26,Spuyten Duyvil/Kingsbridge,12,Bronx
2014-04-26,Stapleton,1,Staten Island
2014-04-26,Starrett City,1,Brooklyn
2014-04-26,Steinway,46,Queens
2014-04-26,Stuy Town/Peter Cooper Village,87,Manhattan
2014-04-26,Stuyvesant Heights,108,Brooklyn
2014-04-26,Sunnyside,28,Queens
2014-04-26,Sunset Park East,7,Brooklyn
2014-04-26,Sunset Park West,52,Brooklyn
2014-04-26,Sutton Place/Turtle Bay North,247,Manhattan
2014-04-26,Times Sq/Theatre District,425,Manhattan
2014-04-26,TriBeCa/Civic Center,1003,Manhattan
2014-04-26,Two Bridges/Seward Park,129,Manhattan
2014-04-26,UN/Turtle Bay South,191,Manhattan
2014-04-26,Union Sq,778,Manhattan
2014-04-26,University Heights/Morris Heights,3,Bronx
2014-04-26,Upper East Side North,448,Manhattan
2014-04-26,Upper East Side South,642,Manhattan
2014-04-26,Upper West Side North,181,Manhattan
2014-04-26,Upper West Side South,304,Manhattan
2014-04-26,Van Cortlandt Park,4,Bronx
2014-04-26,Van Cortlandt Village,3,Bronx
2014-04-26,Van Nest/Morris Park,1,Bronx
2014-04-26,Washington Heights North,28,Manhattan
2014-04-26,Washington Heights South,27,Manhattan
2014-04-26,West Brighton,2,Staten Island
2014-04-26,West Chelsea/Hudson Yards,618,Manhattan
2014-04-26,West Concourse,27,Bronx
2014-04-26,West Farms/Bronx River,2,Bronx
2014-04-26,West Village,1007,Manhattan
2014-04-26,Westchester Village/Unionport,1,Bronx
2014-04-26,Whitestone,3,Queens
2014-04-26,Williamsbridge/Olinville,2,Bronx
2014-04-26,Williamsburg (North Side),390,Brooklyn
2014-04-26,Williamsburg (South Side),265,Brooklyn
2014-04-26,Windsor Terrace,26,Brooklyn
2014-04-26,Woodhaven,7,Queens
2014-04-26,Woodlawn/Wakefield,3,Bronx
2014-04-26,Woodside,8,Queens
2014-04-26,World Trade Center,124,Manhattan
2014-04-26,Yorkville East,156,Manhattan
2014-04-26,Yorkville West,213,Manhattan
2014-04-27,Allerton/Pelham Gardens,2,Bronx
2014-04-27,Alphabet City,101,Manhattan
2014-04-27,Astoria,56,Queens
2014-04-27,Auburndale,1,Queens
2014-04-27,Baisley Park,4,Queens
2014-04-27,Bath Beach,2,Brooklyn
2014-04-27,Battery Park,5,Manhattan
2014-04-27,Battery Park City,149,Manhattan
2014-04-27,Bay Ridge,24,Brooklyn
2014-04-27,Bay Terrace/Fort Totten,2,Queens
2014-04-27,Bayside,2,Queens
2014-04-27,Bedford,108,Brooklyn
2014-04-27,Bedford Park,1,Bronx
2014-04-27,Belmont,10,Bronx
2014-04-27,Bensonhurst East,9,Brooklyn
2014-04-27,Bensonhurst West,2,Brooklyn
2014-04-27,Bloomfield/Emerson Hill,1,Staten Island
2014-04-27,Bloomingdale,15,Manhattan
2014-04-27,Boerum Hill,102,Brooklyn
2014-04-27,Borough Park,5,Brooklyn
2014-04-27,Briarwood/Jamaica Hills,1,Queens
2014-04-27,Brighton Beach,3,Brooklyn
2014-04-27,Bronx Park,5,Bronx
2014-04-27,Brooklyn Heights,100,Brooklyn
2014-04-27,Brooklyn Navy Yard,2,Brooklyn
2014-04-27,Brownsville,3,Brooklyn
2014-04-27,Bushwick North,56,Brooklyn
2014-04-27,Bushwick South,98,Brooklyn
2014-04-27,Canarsie,10,Brooklyn
2014-04-27,Carroll Gardens,50,Brooklyn
2014-04-27,Central Harlem,48,Manhattan
2014-04-27,Central Harlem North,36,Manhattan
2014-04-27,Central Park,90,Manhattan
2014-04-27,Chinatown,70,Manhattan
2014-04-27,Claremont/Bathgate,2,Bronx
2014-04-27,Clinton East,252,Manhattan
2014-04-27,Clinton Hill,102,Brooklyn
2014-04-27,Clinton West,132,Manhattan
2014-04-27,Co-Op City,2,Bronx
2014-04-27,Cobble Hill,22,Brooklyn
2014-04-27,College Point,1,Queens
2014-04-27,Columbia Street,9,Brooklyn
2014-04-27,Coney Island,7,Brooklyn
2014-04-27,Corona,5,Queens
2014-04-27,Crotona Park East,3,Bronx
2014-04-27,Crown Heights North,154,Brooklyn
2014-04-27,Crown Heights South,31,Brooklyn
2014-04-27,Cypress Hills,6,Brooklyn
2014-04-27,DUMBO/Vinegar Hill,69,Brooklyn
2014-04-27,Douglaston,2,Queens
2014-04-27,Downtown Brooklyn/MetroTech,51,Brooklyn
2014-04-27,Dyker Heights,11,Brooklyn
2014-04-27,East Chelsea,379,Manhattan
2014-04-27,East Concourse/Concourse Village,4,Bronx
2014-04-27,East Elmhurst,14,Queens
2014-04-27,East Flatbush/Farragut,6,Brooklyn
2014-04-27,East Flatbush/Remsen Village,7,Brooklyn
2014-04-27,East Flushing,2,Queens
2014-04-27,East Harlem North,29,Manhattan
2014-04-27,East Harlem South,27,Manhattan
2014-04-27,East New York,8,Brooklyn
2014-04-27,East New York/Pennsylvania Avenue,2,Brooklyn
2014-04-27,East Tremont,2,Bronx
2014-04-27,East Village,583,Manhattan
2014-04-27,East Williamsburg,149,Brooklyn
2014-04-27,Eastchester,6,Bronx
2014-04-27,Elmhurst,9,Queens
2014-04-27,Elmhurst/Maspeth,6,Queens
2014-04-27,Erasmus,9,Brooklyn
2014-04-27,Far Rockaway,3,Queens
2014-04-27,Financial District North,109,Manhattan
2014-04-27,Financial District South,45,Manhattan
2014-04-27,Flatbush/Ditmas Park,36,Brooklyn
2014-04-27,Flatiron,237,Manhattan
2014-04-27,Flatlands,7,Brooklyn
2014-04-27,Flushing,11,Queens
2014-04-27,Flushing Meadows-Corona Park,10,Queens
2014-04-27,Forest Hills,21,Queens
2014-04-27,Forest Park/Highland Park,1,Queens
2014-04-27,Fort Greene,90,Brooklyn
2014-04-27,Fresh Meadows,2,Queens
2014-04-27,Garment District,65,Manhattan
2014-04-27,Glen Oaks,2,Queens
2014-04-27,Glendale,5,Queens
2014-04-27,Gowanus,65,Brooklyn
2014-04-27,Gramercy,224,Manhattan
2014-04-27,Gravesend,3,Brooklyn
2014-04-27,Greenpoint,148,Brooklyn
2014-04-27,Greenwich Village North,283,Manhattan
2014-04-27,Greenwich Village South,337,Manhattan
2014-04-27,Hamilton Heights,18,Manhattan
2014-04-27,Highbridge,6,Bronx
2014-04-27,Highbridge Park,1,Manhattan
2014-04-27,Hillcrest/Pomonok,4,Queens
2014-04-27,Hollis,1,Queens
2014-04-27,Homecrest,10,Brooklyn
2014-04-27,Howard Beach,4,Queens
2014-04-27,Hudson Sq,115,Manhattan
2014-04-27,Inwood,5,Manhattan
2014-04-27,JFK Airport,614,Queens
2014-04-27,Jackson Heights,28,Queens
2014-04-27,Jamaica,8,Queens
2014-04-27,Jamaica Bay,1,Queens
2014-04-27,Jamaica Estates,6,Queens
2014-04-27,Kensington,4,Brooklyn
2014-04-27,Kew Gardens,6,Queens
2014-04-27,Kew Gardens Hills,8,Queens
2014-04-27,Kingsbridge Heights,1,Bronx
2014-04-27,Kips Bay,122,Manhattan
2014-04-27,LaGuardia Airport,410,Queens
2014-04-27,Laurelton,1,Queens
2014-04-27,Lenox Hill East,72,Manhattan
2014-04-27,Lenox Hill West,176,Manhattan
2014-04-27,Lincoln Square East,177,Manhattan
2014-04-27,Lincoln Square West,92,Manhattan
2014-04-27,Little Italy/NoLiTa,371,Manhattan
2014-04-27,Long Island City/Hunters Point,63,Queens
2014-04-27,Long Island City/Queens Plaza,11,Queens
2014-04-27,Longwood,1,Bronx
2014-04-27,Lower East Side,412,Manhattan
2014-04-27,Madison,3,Brooklyn
2014-04-27,Manhattan Beach,8,Brooklyn
2014-04-27,Manhattan Valley,46,Manhattan
2014-04-27,Manhattanville,7,Manhattan
2014-04-27,Marble Hill,1,Manhattan
2014-04-27,Marine Park/Floyd Bennett Field,1,Brooklyn
2014-04-27,Marine Park/Mill Basin,2,Brooklyn
2014-04-27,Maspeth,2,Queens
2014-04-27,Meatpacking/West Village West,423,Manhattan
2014-04-27,Middle Village,5,Queens
2014-04-27,Midtown Center,259,Manhattan
2014-04-27,Midtown East,151,Manhattan
2014-04-27,Midtown North,249,Manhattan
2014-04-27,Midtown South,206,Manhattan
2014-04-27,Midwood,13,Brooklyn
2014-04-27,Morningside Heights,27,Manhattan
2014-04-27,Mott Haven/Port Morris,5,Bronx
2014-04-27,Mount Hope,2,Bronx
2014-04-27,Murray Hill,207,Manhattan
2014-04-27,Murray Hill-Queens,4,Queens
2014-04-27,Newark Airport,159,EWR
