,org_id,org_lat,org_long,des_id,des_lat,des_long,dist_bike_mi,dur_bike_mins,dist_drive_2pm_mi,dur_drive_2pm_mins,dist_drive_2pm_sat_mi,dur_drive_2pm_sat_mins,dist_drive_6pm_mi,dur_drive_6pm_mins,dist_drive_9am_mi,dur_drive_9am_mins,dist_transit_2pm_mi,dur_transit_2pm_mins,dist_transit_2pm_sat_mi,dur_transit_2pm_sat_mins,dist_transit_6pm_mi,dur_transit_6pm_mins,dist_transit_9am_mi,dur_transit_9am_mins
56,233.0,40.694757,-73.990527,324.0,40.689888,-73.981013,1.3,7.0,1.2,10.0,1.2,9.0,1.2,10.0,1.2,10.0,0.9,8.0,0.9,8.0,0.9,9.0,0.9,8.0
57,233.0,40.694757,-73.990527,216.0,40.700379,-73.995481,0.6,4.0,1.5,9.0,1.5,9.0,1.5,9.0,1.5,10.0,0.8,11.0,0.6,11.0,0.8,11.0,0.8,11.0
58,233.0,40.694757,-73.990527,343.0,40.69794,-73.969868,2.0,12.0,1.4,11.0,1.4,10.0,1.4,10.0,1.4,11.0,1.5,13.0,1.5,16.0,1.5,14.0,1.5,13.0
59,233.0,40.694757,-73.990527,395.0,40.68807,-73.984106,1.1,6.0,1.0,9.0,1.0,8.0,1.0,8.0,1.0,9.0,0.8,9.0,0.7,9.0,0.7,9.0,0.8,9.0
60,421.0,40.695734,-73.971297,398.0,40.691652,-73.999979,2.6,15.0,2.4,12.0,3.4,12.0,2.4,14.0,2.4,12.0,2.5,28.0,2.8,34.0,2.5,28.0,2.8,31.0
61,421.0,40.695734,-73.971297,241.0,40.68981,-73.974931,0.7,4.0,0.7,4.0,0.7,4.0,0.7,4.0,0.7,5.0,0.6,13.0,0.6,13.0,0.6,13.0,0.6,13.0
62,421.0,40.695734,-73.971297,397.0,40.684157,-73.969223,0.8,6.0,0.8,5.0,0.8,5.0,0.8,5.0,0.8,5.0,0.8,17.0,0.8,17.0,1.0,10.0,0.8,17.0
63,421.0,40.695734,-73.971297,83.0,40.683826,-73.976323,1.3,8.0,1.4,8.0,1.4,8.0,1.4,8.0,1.4,9.0,1.2,24.0,1.2,24.0,1.5,20.0,1.2,24.0
64,421.0,40.695734,-73.971297,460.0,40.712859,-73.965903,2.0,13.0,2.1,13.0,2.1,12.0,2.1,12.0,2.1,14.0,2.6,24.0,2.6,21.0,2.6,23.0,2.6,21.0
65,421.0,40.695734,-73.971297,409.0,40.690649,-73.956431,1.4,9.0,1.4,8.0,1.4,8.0,1.4,9.0,1.4,9.0,1.2,24.0,1.2,18.0,1.2,17.0,1.9,24.0
66,421.0,40.695734,-73.971297,324.0,40.689888,-73.981013,1.0,6.0,1.0,7.0,1.0,7.0,1.0,6.0,1.0,8.0,1.1,14.0,0.9,19.0,0.9,19.0,0.9,19.0
67,421.0,40.695734,-73.971297,216.0,40.700379,-73.995481,2.1,13.0,4.2,14.0,4.2,13.0,3.3,19.0,4.2,15.0,1.7,21.0,1.7,19.0,1.7,20.0,1.7,20.0
68,421.0,40.695734,-73.971297,343.0,40.69794,-73.969868,0.3,3.0,0.3,3.0,0.3,2.0,0.3,3.0,0.3,3.0,0.3,5.0,0.3,5.0,0.3,5.0,0.3,5.0
69,421.0,40.695734,-73.971297,395.0,40.68807,-73.984106,1.2,9.0,2.0,12.0,2.0,12.0,2.0,13.0,2.0,14.0,1.3,18.0,1.6,22.0,1.7,21.0,2.3,21.0
70,270.0,40.693083,-73.971789,398.0,40.691652,-73.999979,3.1,17.0,2.9,16.0,2.9,15.0,2.9,17.0,3.8,16.0,1.8,26.0,2.0,28.0,2.1,31.0,2.0,27.0
71,270.0,40.693083,-73.971789,241.0,40.68981,-73.974931,0.4,2.0,0.4,3.0,0.4,3.0,0.4,3.0,0.4,4.0,0.4,8.0,0.4,8.0,0.4,8.0,0.4,8.0
72,270.0,40.693083,-73.971789,397.0,40.684157,-73.969223,0.6,5.0,0.7,5.0,0.7,5.0,0.7,5.0,0.7,5.0,0.6,13.0,0.6,13.0,0.9,10.0,0.6,13.0
73,270.0,40.693083,-73.971789,83.0,40.683826,-73.976323,1.0,6.0,1.1,8.0,1.1,8.0,1.1,8.0,1.1,8.0,1.0,19.0,1.0,19.0,1.0,19.0,1.0,19.0
74,270.0,40.693083,-73.971789,460.0,40.712859,-73.965903,2.4,15.0,2.5,16.0,2.6,14.0,2.5,15.0,2.5,17.0,2.9,28.0,2.9,25.0,2.9,27.0,2.9,25.0
75,270.0,40.693083,-73.971789,409.0,40.690649,-73.956431,1.2,7.0,1.3,8.0,1.3,8.0,1.3,8.0,1.3,9.0,1.1,14.0,1.7,19.0,1.7,19.0,1.0,21.0
76,270.0,40.693083,-73.971789,324.0,40.689888,-73.981013,0.8,4.0,0.8,5.0,0.8,6.0,0.8,5.0,0.8,7.0,0.7,14.0,0.7,14.0,0.7,14.0,0.8,11.0
77,270.0,40.693083,-73.971789,216.0,40.700379,-73.995481,2.2,14.0,2.7,18.0,4.6,17.0,2.7,18.0,4.6,18.0,2.0,24.0,2.0,22.0,2.0,23.0,2.6,25.0
78,270.0,40.693083,-73.971789,343.0,40.69794,-73.969868,0.7,5.0,0.7,6.0,0.7,6.0,0.7,6.0,0.7,6.0,0.5,10.0,0.5,10.0,0.5,10.0,0.5,10.0
79,270.0,40.693083,-73.971789,395.0,40.68807,-73.984106,1.0,7.0,1.3,11.0,1.3,11.0,1.3,11.0,1.3,13.0,0.9,18.0,1.6,18.0,1.6,18.0,1.6,17.0
80,261.0,40.694749,-73.983625,398.0,40.691652,-73.999979,2.2,14.0,2.3,9.0,2.3,9.0,1.9,12.0,2.3,9.0,1.4,22.0,1.4,20.0,1.4,22.0,1.5,19.0
81,261.0,40.694749,-73.983625,241.0,40.68981,-73.974931,0.9,6.0,1.1,7.0,1.1,7.0,1.1,7.0,1.1,7.0,0.7,15.0,0.7,15.0,0.7,15.0,0.7,15.0
82,261.0,40.694749,-73.983625,397.0,40.684157,-73.969223,1.4,9.0,1.4,10.0,1.4,10.0,1.4,10.0,1.4,10.0,1.7,18.0,2.0,18.0,2.0,18.0,2.0,18.0
83,261.0,40.694749,-73.983625,83.0,40.683826,-73.976323,1.2,8.0,1.3,10.0,1.3,11.0,1.3,11.0,1.3,10.0,1.0,14.0,1.0,14.0,1.0,14.0,1.1,14.0
84,261.0,40.694749,-73.983625,460.0,40.712859,-73.965903,2.7,17.0,2.8,13.0,2.8,12.0,2.8,12.0,2.8,13.0,3.3,32.0,3.3,29.0,3.3,31.0,4.0,32.0
85,261.0,40.694749,-73.983625,409.0,40.690649,-73.956431,1.9,12.0,2.1,12.0,2.1,12.0,2.1,12.0,2.1,13.0,1.8,22.0,1.8,22.0,2.7,24.0,2.7,24.0
86,261.0,40.694749,-73.983625,324.0,40.689888,-73.981013,0.7,4.0,0.9,6.0,0.9,6.0,0.9,6.0,0.9,6.0,0.4,8.0,0.4,8.0,0.4,8.0,0.4,8.0
87,261.0,40.694749,-73.983625,216.0,40.700379,-73.995481,1.2,11.0,3.1,10.0,3.1,11.0,2.0,12.0,3.1,11.0,1.3,16.0,1.3,16.0,1.3,16.0,1.3,16.0
88,261.0,40.694749,-73.983625,343.0,40.69794,-73.969868,1.0,7.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,0.9,19.0,0.9,19.0,1.0,9.0,1.0,9.0
89,261.0,40.694749,-73.983625,395.0,40.68807,-73.984106,0.9,7.0,1.2,10.0,1.2,10.0,1.2,10.0,1.2,10.0,0.8,11.0,0.8,11.0,0.5,11.0,0.8,11.0
90,419.0,40.695807,-73.973556,398.0,40.691652,-73.999979,2.5,15.0,2.6,14.0,2.6,14.0,2.6,16.0,2.6,14.0,2.4,27.0,2.2,32.0,2.4,27.0,2.6,30.0
91,419.0,40.695807,-73.973556,241.0,40.68981,-73.974931,0.6,4.0,0.6,4.0,0.6,4.0,0.6,4.0,0.6,4.0,0.5,11.0,0.5,11.0,0.5,11.0,0.5,11.0
92,419.0,40.695807,-73.973556,397.0,40.684157,-73.969223,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,7.0,0.9,18.0,0.9,18.0,0.9,18.0,0.9,18.0
93,419.0,40.695807,-73.973556,83.0,40.683826,-73.976323,1.1,8.0,1.2,8.0,1.2,9.0,1.2,9.0,1.2,9.0,1.1,22.0,1.1,22.0,1.1,22.0,1.1,22.0
94,419.0,40.695807,-73.973556,460.0,40.712859,-73.965903,2.1,14.0,2.8,18.0,3.0,16.0,2.8,17.0,2.8,19.0,2.7,25.0,2.7,22.0,2.7,24.0,2.7,22.0
95,419.0,40.695807,-73.973556,409.0,40.690649,-73.956431,1.5,10.0,1.6,10.0,1.6,10.0,1.6,11.0,1.6,11.0,1.3,17.0,1.3,18.0,1.3,17.0,1.9,25.0
96,419.0,40.695807,-73.973556,324.0,40.689888,-73.981013,0.9,6.0,0.9,6.0,0.9,6.0,0.9,6.0,0.9,8.0,0.8,16.0,0.8,16.0,0.8,16.0,0.8,16.0
97,419.0,40.695807,-73.973556,216.0,40.700379,-73.995481,1.8,12.0,3.8,16.0,3.8,16.0,2.5,18.0,3.8,16.0,1.5,21.0,1.5,20.0,1.5,20.0,1.5,20.0
98,419.0,40.695807,-73.973556,343.0,40.69794,-73.969868,0.4,3.0,1.0,8.0,1.0,7.0,1.0,8.0,1.0,8.0,0.4,8.0,0.4,8.0,0.4,8.0,0.4,8.0
99,419.0,40.695807,-73.973556,395.0,40.68807,-73.984106,1.1,9.0,1.4,12.0,1.4,12.0,1.4,12.0,1.4,13.0,1.0,20.0,1.0,20.0,1.2,16.0,1.0,20.0
